# Метеостанция Берлин / Темпельхоф, Германия, WMO_ID=10384, выборка с 01.01.2013 по 31.12.2013, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=10384&lang=ru
#
"Местное время в Берлине / Темпельхофе";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.12.2013 09:00";"-0.3";"762.4";"767.1";"-0.2";"90";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"31.12.2013 08:00";"-0.4";"762.5";"767.2";"-0.3";"90";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.9";"";"";"";"";"";"";
"31.12.2013 07:00";"-0.8";"762.4";"767.1";"-0.6";"91";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"-1.0";"1.8";"";"";"";"";"";"";"-2.1";"Осадков нет";"12";"";"";"";"";
"31.12.2013 06:00";"-0.7";"762.6";"767.2";"-0.7";"90";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.1";"";"";"";"";"";"";
"31.12.2013 05:00";"-0.7";"762.8";"767.5";"-0.5";"91";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.0";"";"";"";"";"";"";
"31.12.2013 04:00";"-0.9";"763.0";"767.7";"-0.7";"92";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.1";"";"";"";"";"";"";
"31.12.2013 03:00";"-0.7";"763.3";"768.1";"-0.7";"92";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.9";"";"";"";"";"";"";
"31.12.2013 02:00";"-0.4";"763.3";"768.0";"-0.8";"91";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"31.12.2013 01:00";"-0.7";"763.7";"768.4";"-0.6";"92";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.9";"Осадков нет";"6";"";"";"";"";
"31.12.2013 00:00";"-0.2";"764.0";"768.7";"-0.5";"91";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"";"";"";"";"";"";
"30.12.2013 23:00";"-0.1";"764.1";"768.7";"-0.4";"90";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"";"";"";"";"";"";
"30.12.2013 22:00";"0.6";"764.3";"769.0";"-0.3";"89";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.0";"";"";"";"";"";"";
"30.12.2013 21:00";"0.8";"764.5";"769.1";"-0.3";"89";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"30.12.2013 20:00";"1.2";"764.5";"769.2";"-0.3";"88";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"30.12.2013 19:00";"1.7";"764.6";"769.3";"-0.3";"86";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"1.6";"5.5";"";"";"";"";"";"";"-0.4";"Осадков нет";"12";"";"";"";"";
"30.12.2013 18:00";"2.1";"764.8";"769.4";"-0.3";"85";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"30.12.2013 17:00";"3.0";"764.8";"769.5";"-0.6";"81";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"";"";"";"";"";"";
"30.12.2013 16:00";"4.1";"764.9";"769.6";"-0.7";"77";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"30.12.2013 15:00";"5.2";"765.1";"769.7";"-0.6";"73";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"30.12.2013 14:00";"5.2";"765.4";"770.0";"-0.6";"72";"Ветер, дующий с юго-юго-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";
"30.12.2013 13:00";"5.0";"765.6";"770.2";"-0.4";"76";"Ветер, дующий с юго-юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"Осадков нет";"6";"";"";"";"";
"30.12.2013 12:00";"4.3";"765.7";"770.4";"-0.1";"80";"Ветер, дующий с юго-юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"30.12.2013 11:00";"3.2";"766.0";"770.6";"0.6";"84";"Ветер, дующий с юго-юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"30.12.2013 10:00";"2.3";"766.0";"770.7";"1.1";"88";"Ветер, дующий с юго-юго-запада";"3";"";"";"";" ";"";"";"1.6";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";
"30.12.2013 09:00";"1.7";"765.8";"770.5";"1.2";"90";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"30.12.2013 08:00";"1.7";"765.4";"770.0";"1.2";"90";"Ветер, дующий с юго-юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"30.12.2013 07:00";"2.2";"764.9";"769.6";"0.8";"88";"Ветер, дующий с юго-юго-запада";"2";"";"";"";" ";"";"";"2.2";"5.6";"";"";"";"";"";"";"0.4";"Осадков нет";"12";"";"";"";"";
"30.12.2013 06:00";"3.3";"764.6";"769.3";"1.1";"85";"Ветер, дующий с юго-юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"30.12.2013 05:00";"4.2";"764.2";"768.8";"1.3";"82";"Ветер, дующий с западо-юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"30.12.2013 04:00";"3.9";"764.1";"768.7";"1.7";"84";"Ветер, дующий с юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"30.12.2013 03:00";"3.4";"763.5";"768.1";"1.7";"87";"Ветер, дующий с юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"30.12.2013 02:00";"3.3";"762.9";"767.5";"1.4";"88";"Ветер, дующий с юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"30.12.2013 01:00";"3.4";"762.4";"767.1";"1.3";"87";"Ветер, дующий с юго-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"Осадков нет";"6";"";"";"";"";
"30.12.2013 00:00";"3.5";"761.8";"766.4";"1.2";"88";"Ветер, дующий с юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.6";"";"";"";"";"";"";
"29.12.2013 23:00";"4.1";"761.5";"766.0";"1.6";"88";"Ветер, дующий с юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"29.12.2013 22:00";"4.6";"761.1";"765.7";"1.9";"89";"Ветер, дующий с юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"29.12.2013 21:00";"5.1";"760.6";"765.2";"1.8";"88";"Ветер, дующий с западо-юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"29.12.2013 20:00";"5.0";"759.9";"764.5";"2.0";"90";"Ветер, дующий с западо-юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"29.12.2013 19:00";"5.6";"759.2";"763.8";"1.8";"86";"Ветер, дующий с западо-юго-запада";"3";"";"";"";" ";"";"";"4.8";"7.1";"";"";"";"";"";"";"3.4";"1.0";"12";"";"";"";"";
"29.12.2013 18:00";"6.4";"758.8";"763.3";"2.0";"82";"Ветер, дующий с западо-юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"29.12.2013 17:00";"6.6";"757.9";"762.4";"1.7";"81";"Ветер, дующий с юго-юго-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"29.12.2013 16:00";"6.8";"757.4";"761.9";"1.6";"81";"Ветер, дующий с юго-юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"29.12.2013 15:00";"7.0";"756.8";"761.3";"1.2";"81";"Ветер, дующий с юго-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"29.12.2013 14:00";"6.8";"756.2";"760.7";"0.9";"87";"Ветер, дующий с юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"29.12.2013 13:00";"6.3";"755.8";"760.3";"1.2";"90";"Ветер, дующий с юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"1.0";"6";"";"";"";"";
"29.12.2013 12:00";"5.5";"755.6";"760.1";"2.1";"94";"Ветер, дующий с юго-юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"29.12.2013 11:00";"4.9";"755.3";"759.9";"2.9";"95";"Ветер, дующий с юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"29.12.2013 10:00";"4.9";"754.6";"759.2";"3.6";"93";"Ветер, дующий с западо-юго-запада";"5";"";"";"";" ";"";"";"4.8";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"29.12.2013 09:00";"4.9";"753.5";"758.0";"3.7";"94";"Ветер, дующий с запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"29.12.2013 08:00";"5.1";"752.4";"756.9";"2.7";"94";"Ветер, дующий с западо-северо-запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"29.12.2013 07:00";"6.2";"751.0";"755.5";"1.5";"95";"Ветер, дующий с северо-запада";"7";"";"";"";" ";"";"";"6.2";"7.7";"";"";"";"";"";"";"5.4";"7.0";"12";"";"";"";"";
"29.12.2013 06:00";"6.9";"749.8";"754.3";"0.3";"97";"Ветер, дующий с западо-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"29.12.2013 05:00";"6.8";"749.7";"754.2";"0.3";"97";"Ветер, дующий с юго-юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"29.12.2013 04:00";"6.7";"749.5";"754.0";"0.0";"97";"Ветер, дующий с юго-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"29.12.2013 03:00";"6.5";"749.5";"754.0";"0.1";"96";"Ветер, дующий с юго-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"29.12.2013 02:00";"6.5";"749.4";"753.9";"0.0";"95";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"29.12.2013 01:00";"6.3";"749.5";"754.0";"0.4";"91";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"0.8";"6";"";"";"";"";
"29.12.2013 00:00";"6.7";"749.4";"753.9";"0.5";"86";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"28.12.2013 23:00";"7.1";"749.4";"753.9";"0.7";"81";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"28.12.2013 22:00";"7.2";"749.1";"753.6";"0.7";"78";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"28.12.2013 21:00";"7.4";"748.9";"753.4";"1.2";"77";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"28.12.2013 20:00";"7.5";"748.7";"753.1";"1.4";"75";"Ветер, дующий с юго-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"28.12.2013 19:00";"7.7";"748.4";"752.8";"1.1";"73";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"7.7";"10.1";"";"";"";"";"";"";"3.1";"Следы осадков";"12";"";"";"";"";
"28.12.2013 18:00";"8.3";"747.7";"752.1";"0.6";"69";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"28.12.2013 17:00";"8.4";"747.3";"751.7";"0.5";"67";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"28.12.2013 16:00";"9.0";"747.3";"751.7";"0.5";"65";"Ветер, дующий с юго-юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"28.12.2013 15:00";"9.3";"747.1";"751.5";"0.3";"63";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"28.12.2013 14:00";"9.5";"746.8";"751.2";"0.2";"64";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"28.12.2013 13:00";"9.9";"746.8";"751.2";"0.3";"62";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"Осадков нет";"6";"";"";"";"";
"28.12.2013 12:00";"10.0";"746.8";"751.3";"0.5";"63";"Ветер, дующий с юго-юго-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"28.12.2013 11:00";"9.7";"746.6";"751.0";"0.4";"66";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"28.12.2013 10:00";"9.3";"746.5";"750.9";"0.1";"70";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"6.4";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"28.12.2013 09:00";"9.4";"746.3";"750.7";"-0.4";"70";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"28.12.2013 08:00";"9.5";"746.2";"750.6";"-1.0";"69";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"28.12.2013 07:00";"8.6";"746.4";"750.8";"-0.8";"70";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"6.4";"8.6";"";"";"";"";"";"";"3.4";"Осадков нет";"12";"";"";"";"";
"28.12.2013 06:00";"8.4";"746.7";"751.1";"-0.7";"69";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"28.12.2013 05:00";"8.0";"747.2";"751.6";"-0.2";"66";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";
"28.12.2013 04:00";"8.1";"747.2";"751.6";"-0.5";"66";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"28.12.2013 03:00";"7.1";"747.4";"751.9";"-0.1";"67";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"28.12.2013 02:00";"7.1";"747.4";"751.9";"-0.2";"63";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";
"28.12.2013 01:00";"7.2";"747.7";"752.2";"-0.3";"58";"Ветер, дующий с юга";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"Осадков нет";"6";"";"";"";"";
"28.12.2013 00:00";"7.7";"747.5";"751.9";"-0.4";"56";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"27.12.2013 23:00";"7.3";"747.6";"752.0";"-0.1";"58";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"27.12.2013 22:00";"6.7";"748.0";"752.5";"0.4";"60";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"27.12.2013 21:00";"6.7";"747.9";"752.4";"0.2";"60";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"27.12.2013 20:00";"6.9";"747.7";"752.2";"-0.3";"60";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"27.12.2013 19:00";"6.6";"747.6";"752.1";"-0.7";"65";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"5.9";"8.6";"";"";"";"";"";"";"0.4";"Осадков нет";"12";"";"";"";"";
"27.12.2013 18:00";"6.5";"747.7";"752.2";"-0.9";"67";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"27.12.2013 17:00";"6.2";"748.0";"752.5";"-1.2";"69";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"27.12.2013 16:00";"6.5";"748.3";"752.8";"-0.3";"68";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"27.12.2013 15:00";"7.3";"748.6";"753.1";"-0.8";"64";"Ветер, дующий с юга";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"27.12.2013 14:00";"8.3";"749.2";"753.7";"-0.6";"61";"Ветер, дующий с юго-юго-запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"27.12.2013 13:00";"8.6";"748.6";"753.0";"-1.3";"64";"Ветер, дующий с юга";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"Осадков нет";"6";"";"";"";"";
"27.12.2013 12:00";"8.1";"749.4";"753.8";"-0.8";"67";"Ветер, дующий с юга";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.2";"";"";"";"";"";"";
"27.12.2013 11:00";"7.8";"749.8";"754.3";"0.0";"68";"Ветер, дующий с юго-юго-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.2";"";"";"";"";"";"";
"27.12.2013 10:00";"6.7";"749.9";"754.4";"0.1";"76";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"5.9";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"27.12.2013 09:00";"6.3";"750.2";"754.7";"0.9";"85";"Ветер, дующий с юго-юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"27.12.2013 08:00";"6.0";"749.8";"754.3";"1.2";"88";"Ветер, дующий с юго-юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"27.12.2013 07:00";"6.0";"749.8";"754.3";"1.6";"90";"Ветер, дующий с юго-юго-запада";"4";"";"";"";" ";"";"";"6.0";"6.6";"";"";"";"";"";"";"4.4";"Следы осадков";"12";"";"";"";"";
"27.12.2013 06:00";"6.2";"749.3";"753.8";"1.6";"88";"Ветер, дующий с западо-юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"27.12.2013 05:00";"6.5";"748.6";"753.1";"1.4";"90";"Ветер, дующий с запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"27.12.2013 04:00";"6.4";"748.2";"752.7";"1.5";"92";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"27.12.2013 03:00";"6.3";"747.7";"752.2";"1.5";"93";"Ветер, дующий с западо-юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"27.12.2013 02:00";"6.4";"747.2";"751.7";"1.9";"95";"Ветер, дующий с западо-юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"27.12.2013 01:00";"6.2";"746.7";"751.2";"2.0";"97";"Ветер, дующий с западо-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"Следы осадков";"6";"";"";"";"";
"27.12.2013 00:00";"6.3";"746.2";"750.7";"1.7";"95";"Ветер, дующий с западо-юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"26.12.2013 23:00";"6.4";"745.3";"749.8";"1.5";"93";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"26.12.2013 22:00";"6.5";"744.7";"749.2";"1.7";"92";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"26.12.2013 21:00";"6.5";"744.5";"748.9";"1.6";"92";"Ветер, дующий с юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"26.12.2013 20:00";"6.4";"743.8";"748.2";"1.5";"92";"Ветер, дующий с юго-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"26.12.2013 19:00";"6.1";"743.0";"747.4";"1.2";"93";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"5.6";"8.4";"";"";"";"";"";"";"5.0";"2.0";"12";"";"";"";"";
"26.12.2013 18:00";"6.2";"742.9";"747.3";"1.2";"93";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"26.12.2013 17:00";"6.3";"742.3";"746.7";"1.0";"95";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"26.12.2013 16:00";"6.3";"741.8";"746.2";"0.1";"94";"Ветер, дующий с северо-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
