# Метеостанция Нур-Султан, Казахстан, WMO_ID=35188, выборка с 01.01.2012 по 30.07.2012, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=35188&lang=ru
#
"Местное время в Нур-Султане";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.03.2012 12:00";"1.2";"740.2";"772.9";"";"62";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";" ";"";"";"-4.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"20.0";"-5.3";"";"";"";"";"";"";
"30.03.2012 09:00";"-2.6";"740.2";"773.3";"";"78";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"20.0";"-5.9";"";"";"";"";"Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.";"6.0";
"30.03.2012 06:00";"-3.9";"739.6";"772.9";"";"86";"Ветер, дующий с юга";"2";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-5.9";"";"";"";"";"";"";
"30.03.2012 03:00";"-2.7";"738.9";"772.0";"";"84";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"-5.0";"";"";"";"";"";"";
"30.03.2012 00:00";"-2.6";"738.6";"771.7";"";"80";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"0.5";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-5.6";"";"";"";"";"";"";
"29.03.2012 21:00";"-1.0";"737.6";"770.4";"";"74";"Ветер, дующий с юго-юго-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"0.5";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-5.0";"";"";"";"";"";"";
"29.03.2012 18:00";"-0.1";"736.6";"769.4";"";"61";"Ветер, дующий с западо-юго-запада";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-6.7";"";"";"";"";"";"";
"29.03.2012 15:00";"-0.3";"735.0";"767.7";"";"64";"Ветер, дующий с запада";"4";"";"";"20–30%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-6.3";"";"";"";"";"";"";
"29.03.2012 12:00";"-1.7";"733.6";"766.4";"";"71";"Ветер, дующий с запада";"4";"";"";"40%.";"Облака в целом образовывались или развивались. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"-2.7";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"40%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-6.3";"2.0";"12";"";"";"";"";
"29.03.2012 09:00";"-2.5";"731.2";"764.0";"";"73";"Ветер, дующий с западо-юго-запада";"5";"";"";"20–30%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-6.7";"2.0";"12";"";"";"Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.";"8.0";
"29.03.2012 03:00";"4.0";"725.0";"756.8";"";"66";"Ветер, дующий с юга";"4";"";"19";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"-1.8";"";"";"";"";"";"";
"29.03.2012 00:00";"4.5";"725.6";"757.2";"";"58";"Ветер, дующий с юго-юго-востока";"10";"18";"19";"100%.";" ";"";"";"";"5.0";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"";"-3.0";"";"";"";"";"";"";
"28.03.2012 21:00";"4.0";"728.0";"759.8";"";"54";"Ветер, дующий с юго-юго-востока";"7";"";"18";"100%.";" ";"";"";"";"5.0";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-4.5";"";"";"";"";"";"";
"28.03.2012 18:00";"4.3";"729.8";"761.6";"";"51";"Ветер, дующий с юго-востока";"8";"";"17";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"-4.9";"";"";"";"";"";"";
"28.03.2012 15:00";"4.1";"732.6";"764.6";"";"53";"Ветер, дующий с юго-востока";"7";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-4.6";"";"";"";"";"";"";
"28.03.2012 12:00";"1.7";"734.5";"766.9";"";"56";"Ветер, дующий с юго-юго-востока";"7";"";"";"90  или более, но не 100%";" ";"";"";"-6.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-6.1";"";"";"";"";"";"";
"28.03.2012 09:00";"-2.1";"735.0";"767.9";"";"60";"Ветер, дующий с юго-юго-востока";"6";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-8.8";"";"";"";"";"Неровный слой слежавшегося или мокрого снега покрывает почву полностью.";"15.0";
"28.03.2012 06:00";"-5.8";"736.0";"769.5";"";"63";"Ветер, дующий с юго-юго-востока";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-11.7";"";"";"";"";"";"";
"28.03.2012 03:00";"-5.2";"737.2";"770.6";"";"68";"Ветер, дующий с юго-востока";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-10.2";"";"";"";"";"";"";
"28.03.2012 00:00";"-3.7";"738.8";"772.0";"";"71";"Ветер, дующий с юго-востока";"4";"";"";"Облаков нет.";" ";"";"";"";"-0.6";"";"";"";"";"";"";"-8.2";"";"";"";"";"";"";
"27.03.2012 21:00";"-2.4";"739.9";"773.0";"";"71";"Ветер, дующий с юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"-0.6";"";"";"";"";"";"";"-6.9";"";"";"";"";"";"";
"27.03.2012 18:00";"-1.0";"740.5";"773.5";"";"65";"Ветер, дующий с юга";"5";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-6.7";"";"";"";"";"";"";
"27.03.2012 15:00";"-1.9";"741.4";"774.5";"";"67";"Ветер, дующий с юга";"5";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"-7.2";"";"";"";"";"";"";
"27.03.2012 12:00";"-3.7";"741.9";"775.3";"";"68";"Ветер, дующий с юго-запада";"3";"";"";"60%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-6.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-8.7";"0.2";"12";"";"";"";"";
"27.03.2012 09:00";"-6.1";"741.4";"775.1";"";"78";"Ветер, дующий с юго-юго-запада";"2";"";"";"90  или более, но не 100%";"Морось (незамерзающая) или снежные зерна неливневые. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"90  или более, но не 100%";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-9.3";"0.2";"12";"";"";"Неровный слой слежавшегося или мокрого снега покрывает почву полностью.";"15.0";
"27.03.2012 06:00";"-6.5";"740.2";"773.8";"";"86";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"";"-8.5";"";"";"";"";"";"";
"27.03.2012 03:00";"-6.4";"738.8";"772.4";"";"82";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"";"-9.0";"";"";"";"";"";"";
"27.03.2012 00:00";"-6.2";"737.5";"771.0";"";"87";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";"Облака в целом образовывались или развивались. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"-2.4";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"";"-8.0";"Следы осадков";"12";"";"";"";"";
"26.03.2012 21:00";"-4.6";"736.1";"769.4";"";"85";"Ветер, дующий с западо-юго-запада";"4";"";"";"100%.";"Облака в целом образовывались или развивались. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"-2.4";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"-6.7";"Следы осадков";"12";"";"";"";"";
"26.03.2012 18:00";"-3.2";"734.4";"767.4";"";"72";"Ветер, дующий с юго-запада";"5";"";"15";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Метель";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-7.5";"";"";"";"";"";"";
"26.03.2012 15:00";"-3.2";"733.0";"765.9";"";"72";"Ветер, дующий с юго-запада";"7";"";"17";"90  или более, но не 100%";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Метель";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-7.5";"";"";"";"";"";"";
"26.03.2012 12:00";"-4.6";"731.4";"764.5";"";"74";"Ветер, дующий с юго-запада";"3";"15";"17";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-6.2";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"10.0";"-8.5";"Следы осадков";"12";"";"";"";"";
"26.03.2012 09:00";"-5.7";"729.8";"762.8";"";"81";"Ветер, дующий с юго-востока";"5";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"10.0";"-8.4";"Следы осадков";"12";"";"";"";"";
"26.03.2012 06:00";"-5.9";"728.8";"761.8";"";"73";"Ветер, дующий с юга";"4";"";"";"20–30%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-10.0";"";"";"";"";"";"";
"26.03.2012 03:00";"-5.0";"727.8";"760.7";"";"76";"Ветер, дующий с юго-запада";"2";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"";"";"";"";"";"";"-8.6";"";"";"";"";"";"";
"26.03.2012 00:00";"-3.5";"727.9";"760.6";"";"70";"Ветер, дующий с юга";"5";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"1.8";"";"";"";"";"";"";"-8.2";"2.0";"12";"";"";"";"";
"25.03.2012 21:00";"-1.7";"726.9";"759.4";"";"71";"Ветер, дующий с юга";"3";"";"";"60%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"1.8";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-6.3";"2.0";"12";"";"";"";"";
"25.03.2012 18:00";"1.0";"725.8";"758.0";"";"71";"Ветер, дующий с юго-запада";"4";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-3.7";"";"";"";"";"";"";
"25.03.2012 15:00";"1.7";"725.6";"757.5";"";"84";"Ветер, дующий с юго-юго-запада";"4";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"1000-1500";"";"";"20.0";"-0.7";"";"";"";"";"";"";
"25.03.2012 12:00";"0.9";"725.6";"757.6";"";"93";"Ветер, дующий с юга";"7";"";"18";"100%.";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"Ливень (ливни).";"Дождь со снегом или другими видами твердых осадков";"-1.6";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"200-300";"";"";"4.0";"-0.1";"2.0";"12";"";"";"";"";
"25.03.2012 09:00";"1.2";"726.1";"758.1";"";"89";"Ветер, дующий с юго-юго-востока";"8";"";"16";"100%.";"Ливневый(ые) дождь(и) со снегом слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Дождь со снегом или другими видами твердых осадков";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"10.0";"-0.4";"2.0";"12";"";"";"Неровный слой слежавшегося или мокрого снега покрывает почву полностью.";"17.0";
"25.03.2012 06:00";"0.2";"727.8";"760.0";"";"93";"Ветер, дующий с юга";"6";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"";"-0.8";"";"";"";"";"";"";
"25.03.2012 03:00";"-0.2";"729.5";"761.9";"";"79";"Ветер, дующий с юго-востока";"5";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"-3.4";"";"";"";"";"";"";
"25.03.2012 00:00";"-0.6";"731.3";"763.9";"";"75";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";" ";"";"";"";"1.8";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"";"-4.5";"Следы осадков";"12";"";"";"";"";
"24.03.2012 21:00";"-1.5";"732.2";"764.8";"";"78";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";" ";"";"";"";"1.8";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"";"-4.8";"Следы осадков";"12";"";"";"";"";
"24.03.2012 18:00";"0.8";"731.3";"763.6";"";"75";"Ветер, дующий с западо-северо-запада";"4";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-3.1";"";"";"";"";"";"";
"24.03.2012 15:00";"1.2";"730.5";"762.8";"";"78";"Ветер, дующий с западо-северо-запада";"3";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-2.2";"";"";"";"";"";"";
"24.03.2012 12:00";"1.1";"729.2";"761.3";"";"87";"Ветер, дующий с запада";"4";"";"";"100%.";" ";"";"";"0.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"20.0";"-0.8";"3.0";"12";"";"";"";"";
"24.03.2012 09:00";"1.1";"727.5";"759.6";"";"92";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Буря";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"20.0";"-0.1";"3.0";"12";"";"";"Неровный слой слежавшегося или мокрого снега покрывает почву полностью.";"18.0";
"24.03.2012 06:00";"1.7";"727.2";"759.2";"";"88";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"";"-0.1";"";"";"";"";"";"";
"24.03.2012 03:00";"0.9";"728.0";"760.2";"";"91";"Ветер, дующий с юго-востока";"3";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"";"-0.4";"";"";"";"";"";"";
"24.03.2012 00:00";"0.2";"730.0";"762.4";"";"95";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"2.1";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"";"-0.5";"";"";"";"";"";"";
"23.03.2012 21:00";"0.6";"730.5";"762.8";"";"89";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"2.1";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"";"-1.0";"";"";"";"";"";"";
"23.03.2012 18:00";"1.2";"730.4";"762.6";"";"85";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"20.0";"-1.0";"";"";"";"";"";"";
"23.03.2012 15:00";"1.7";"730.4";"762.6";"";"81";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"20.0";"-1.2";"";"";"";"";"";"";
"23.03.2012 12:00";"1.1";"730.4";"762.7";"";"80";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"-1.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высокослоистые просвечивающие.";"";"20.0";"-2.0";"";"";"";"";"";"";
"23.03.2012 09:00";"0.0";"730.4";"762.8";"";"83";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"-2.5";"";"";"";"";"Неровный слой слежавшегося или мокрого снега покрывает почву полностью.";"20.0";
"23.03.2012 06:00";"-1.6";"730.5";"763.1";"";"84";"Ветер, дующий с юга";"5";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-3.9";"";"";"";"";"";"";
"23.03.2012 03:00";"-0.9";"731.2";"763.7";"";"79";"Ветер, дующий с юга";"6";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-4.1";"";"";"";"";"";"";
"23.03.2012 00:00";"-0.2";"732.5";"765.1";"";"81";"Ветер, дующий с юго-юго-востока";"6";"";"";"Облаков нет.";" ";"";"";"";"3.7";"";"";"";"";"";"";"-3.1";"";"";"";"";"";"";
"22.03.2012 21:00";"0.4";"733.7";"766.2";"";"86";"Ветер, дующий с юга";"5";"";"";"60%.";" ";"";"";"";"3.7";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-1.7";"";"";"";"";"";"";
"22.03.2012 18:00";"1.9";"734.2";"766.5";"";"80";"Ветер, дующий с юга";"6";"";"15";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1500-2000";"";"";"20.0";"-1.2";"";"";"";"";"";"";
