# Метеостанция Нур-Султан, Казахстан, WMO_ID=35188, выборка с 01.01.2016 по 31.12.2016, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=35188&lang=ru
#
"Местное время в Нур-Султане";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.09.2016 21:00";"11.3";"737.2";"768.5";"0.4";"43";"Ветер, дующий с северо-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"17.9";"";"";"";"";"";"";"-0.8";"";"";"";"";"";"";
"25.09.2016 18:00";"16.4";"736.8";"767.6";"-0.2";"32";"Ветер, дующий с северо-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-0.3";"";"";"";"";"";"";
"25.09.2016 15:00";"16.9";"737.0";"767.8";"-0.7";"34";"Ветер, дующий с северо-востока";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"0.9";"";"";"";"";"";"";
"25.09.2016 12:00";"13.9";"737.7";"768.8";"-0.4";"43";"Ветер, дующий с востоко-северо-востока";"5";"";"";"Облаков нет.";" ";"";"";"2.9";"";"";"";"";"";"";"10.0";"1.5";"";"";"";"";"";"";
"25.09.2016 09:00";"5.4";"738.1";"770.2";"0.7";"73";"Ветер, дующий с северо-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"0.8";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"1.0";"";"";
"25.09.2016 06:00";"3.5";"737.4";"769.7";"0.1";"74";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-0.7";"";"";"";"";"";"";
"25.09.2016 03:00";"5.1";"737.3";"769.4";"-0.2";"66";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"25.09.2016 00:00";"7.4";"737.5";"769.3";"0.0";"54";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"18.5";"";"";"";"";"";"";"-1.3";"";"";"";"";"";"";
"24.09.2016 21:00";"12.5";"737.5";"768.7";"0.3";"40";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"18.5";"";"";"";"";"";"";"-0.7";"";"";"";"";"";"";
"24.09.2016 18:00";"17.0";"737.2";"767.9";"-0.3";"32";"Ветер, дующий с востоко-северо-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"0.2";"";"";"";"";"";"";
"24.09.2016 15:00";"17.9";"737.5";"768.2";"-1.3";"38";"Ветер, дующий с востоко-северо-востока";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.4";"";"";"";"";"";"";
"24.09.2016 12:00";"15.1";"738.8";"769.8";"-0.2";"49";"Ветер, дующий с востоко-северо-востока";"3";"";"";"Облаков нет.";" ";"";"";"5.2";"";"";"";"";"";"";"10.0";"4.5";"";"";"";"";"";"";
"24.09.2016 09:00";"8.0";"739.0";"770.8";"0.4";"82";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.1";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"4.0";"";"";
"24.09.2016 06:00";"5.5";"738.6";"770.7";"-0.1";"87";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"24.09.2016 03:00";"7.0";"738.7";"770.5";"-0.1";"80";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"24.09.2016 00:00";"11.3";"738.8";"770.2";"-0.3";"64";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"18.5";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"23.09.2016 21:00";"13.4";"739.1";"770.3";"0.1";"56";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"18.5";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"23.09.2016 18:00";"16.9";"739.0";"769.9";"-0.3";"42";"Ветер, дующий с востоко-северо-востока";"4";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"3.9";"";"";"";"";"";"";
"23.09.2016 15:00";"16.9";"739.3";"770.1";"-0.9";"38";"Ветер, дующий с северо-северо-востока";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"2.3";"";"";"";"";"";"";
"23.09.2016 12:00";"15.4";"740.2";"771.2";"0.0";"46";"Ветер, дующий с востоко-северо-востока";"3";"";"";"20–30%.";" ";"";"";"5.4";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"3.8";"";"";"";"";"";"";
"23.09.2016 09:00";"8.2";"740.2";"772.0";"0.5";"64";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"1.8";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"3.0";"";"";
"23.09.2016 06:00";"6.6";"739.7";"771.7";"0.1";"67";"Ветер, дующий с востоко-северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"23.09.2016 03:00";"9.1";"739.6";"771.4";"0.0";"59";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";
"23.09.2016 00:00";"12.4";"739.6";"770.9";"0.3";"47";"Ветер, дующий с востоко-северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"19.2";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"22.09.2016 21:00";"14.5";"739.3";"770.5";"0.6";"44";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"19.2";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"22.09.2016 18:00";"18.2";"738.7";"769.4";"-0.6";"34";"Ветер, дующий с востоко-северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"10.0";"2.1";"";"";"";"";"";"";
"22.09.2016 15:00";"18.2";"739.3";"769.9";"-0.6";"37";"Ветер, дующий с востоко-северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"10.0";"3.2";"";"";"";"";"";"";
"22.09.2016 12:00";"16.8";"739.9";"770.8";"0.1";"40";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";" ";"";"";"4.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"3.1";"";"";"";"";"";"";
"22.09.2016 09:00";"11.1";"739.8";"771.3";"0.3";"63";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"4.3";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"22.09.2016 06:00";"5.5";"739.5";"771.6";"0.4";"82";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"22.09.2016 03:00";"9.1";"739.1";"770.8";"0.7";"62";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"2.2";"";"";"";"";"";"";
"22.09.2016 00:00";"11.0";"738.4";"769.8";"0.6";"52";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"19.5";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";
"21.09.2016 21:00";"12.6";"737.8";"769.1";"0.9";"46";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"19.5";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"21.09.2016 18:00";"18.1";"736.9";"767.5";"0.6";"33";"Ветер, дующий с северо-северо-востока";"1";"";"";"40%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"1.6";"";"";"";"";"";"";
"21.09.2016 15:00";"18.3";"736.3";"766.8";"0.2";"35";"Ветер, дующий с северо-востока";"3";"";"";"100%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"40%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"10.0";"2.6";"";"";"";"";"";"";
"21.09.2016 12:00";"17.3";"736.1";"766.8";"0.5";"42";"Ветер, дующий с севера";"3";"";"";"70 – 80%.";" ";"";"";"8.6";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"50%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"4.3";"";"";"";"";"";"";
"21.09.2016 09:00";"12.1";"735.6";"766.8";"1.6";"69";"Ветер, дующий с северо-северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.6";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"7.0";"";"";
"21.09.2016 06:00";"10.4";"734.0";"765.3";"0.8";"71";"Ветер, дующий с северо-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"5.4";"";"";"";"";"";"";
"21.09.2016 03:00";"10.2";"733.2";"764.5";"0.9";"78";"Ветер, дующий с северо-северо-востока";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"";"6.5";"";"";"";"";"";"";
"21.09.2016 00:00";"11.2";"732.3";"763.4";"0.5";"78";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"20.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"";"7.5";"";"";"";"";"";"";
"20.09.2016 21:00";"16.6";"731.8";"762.3";"0.0";"54";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"20.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1500-2000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"";"7.3";"";"";"";"";"";"";
"20.09.2016 18:00";"19.4";"731.8";"762.1";"-0.3";"44";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"40%.";"1500-2000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"6.8";"";"";"";"";"";"";
"20.09.2016 15:00";"19.1";"732.1";"762.4";"0.0";"45";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1500-2000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"6.9";"";"";"";"";"";"";
"20.09.2016 12:00";"18.0";"732.1";"762.5";"0.3";"52";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";" ";"";"";"8.7";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"8.0";"";"";"";"";"";"";
"20.09.2016 09:00";"14.0";"731.8";"762.6";"0.7";"66";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"7.8";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"6.0";"";"";
"20.09.2016 06:00";"10.3";"731.1";"762.3";"1.0";"72";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"5.5";"";"";"";"";"";"";
"20.09.2016 03:00";"13.4";"730.1";"760.9";"0.1";"58";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"5.3";"";"";"";"";"";"";
"20.09.2016 00:00";"13.9";"730.0";"760.7";"0.1";"54";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"24.6";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"19.09.2016 21:00";"13.8";"729.9";"760.6";"0.3";"50";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"24.6";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"19.09.2016 18:00";"23.0";"729.6";"759.4";"0.1";"23";"Ветер, дующий с западо-юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"0.8";"";"";"";"";"";"";
"19.09.2016 15:00";"23.9";"729.5";"759.2";"-0.7";"24";"Ветер, дующий с юго-запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"2.1";"";"";"";"";"";"";
"19.09.2016 12:00";"20.0";"730.2";"760.3";"0.0";"38";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"10.1";"";"";"";"";"";"";"10.0";"5.3";"";"";"";"";"";"";
"19.09.2016 09:00";"12.3";"730.2";"761.2";"0.1";"55";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.5";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"6.0";"";"";
"19.09.2016 06:00";"10.9";"730.1";"761.2";"-0.1";"59";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"19.09.2016 03:00";"12.6";"730.2";"761.1";"-0.7";"54";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"19.09.2016 00:00";"14.0";"730.9";"761.7";"-0.5";"51";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"20.5";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"18.09.2016 21:00";"15.2";"731.4";"762.1";"-0.1";"45";"Ветер, дующий с востоко-северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"20.5";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"18.09.2016 18:00";"19.5";"731.5";"761.7";"-0.5";"29";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"1.0";"";"";"";"";"";"";
"18.09.2016 15:00";"19.4";"732.0";"762.2";"-1.1";"33";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"2.7";"";"";"";"";"";"";
"18.09.2016 12:00";"16.7";"733.1";"763.7";"-0.4";"45";"Ветер, дующий с юга";"1";"";"";"40%.";" ";"";"";"4.8";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"4.7";"";"";"";"";"";"";
"18.09.2016 09:00";"9.9";"733.5";"764.8";"0.8";"74";"Ветер, дующий с юга";"2";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"5.5";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"2.0";"";"";
"18.09.2016 06:00";"5.4";"732.7";"764.5";"0.2";"93";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"4.4";"";"";"";"";"";"";
"18.09.2016 03:00";"6.8";"732.5";"764.2";"0.4";"87";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"18.09.2016 00:00";"9.2";"732.1";"763.4";"0.9";"73";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"19.8";"";"";"";"";"";"";"4.6";"";"";"";"";"";"";
"17.09.2016 21:00";"13.1";"731.2";"762.1";"1.4";"57";"Ветер, дующий с северо-северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"19.8";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"17.09.2016 18:00";"17.5";"729.8";"760.2";"1.7";"44";"Ветер, дующий с западо-северо-запада";"6";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.1";"";"";"";"";"";"";
"17.09.2016 15:00";"19.5";"728.1";"758.2";"1.5";"40";"Ветер, дующий с западо-северо-запада";"5";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.6";"";"";"";"";"";"";
"17.09.2016 12:00";"17.7";"726.6";"756.7";"1.8";"50";"Ветер, дующий с западо-северо-запада";"4";"";"";"40%.";" ";"";"";"14.7";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"7.2";"";"";"";"";"";"";
"17.09.2016 09:00";"15.1";"724.8";"755.2";"1.3";"74";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"10.0";"10.5";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"14.0";"";"";
"17.09.2016 06:00";"17.9";"723.5";"753.5";"0.7";"50";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"7.3";"";"";"";"";"";"";
"17.09.2016 03:00";"20.3";"722.8";"752.5";"-0.3";"35";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"";"4.4";"";"";"";"";"";"";
"17.09.2016 00:00";"23.1";"723.1";"752.6";"-1.5";"23";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";" ";"";"";"";"29.2";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"";"0.9";"";"";"";"";"";"";
"16.09.2016 21:00";"24.3";"724.6";"754.0";"-0.7";"20";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";" ";"";"";"";"29.2";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"";"-0.1";"";"";"";"";"";"";
"16.09.2016 18:00";"28.4";"725.3";"754.5";"-1.2";"18";"Ветер, дующий с юго-юго-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"1.6";"";"";"";"";"";"";
"16.09.2016 15:00";"28.8";"726.5";"755.6";"-1.1";"19";"Ветер, дующий с юго-юго-запада";"4";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"2.9";"";"";"";"";"";"";
"16.09.2016 12:00";"26.4";"727.6";"756.9";"-0.9";"22";"Ветер, дующий с юго-юго-запада";"3";"";"";"20–30%.";" ";"";"";"12.6";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"3.0";"";"";"";"";"";"";
"16.09.2016 09:00";"15.0";"728.5";"759.1";"0.2";"48";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"4.1";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"8.0";"";"";
"16.09.2016 06:00";"13.1";"728.3";"759.1";"-0.3";"49";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"16.09.2016 03:00";"14.6";"728.6";"759.3";"-0.3";"38";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"16.09.2016 00:00";"15.5";"728.9";"759.4";"-0.3";"42";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"24.9";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"15.09.2016 21:00";"19.9";"729.2";"759.3";"0.6";"34";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"24.9";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"15.09.2016 18:00";"24.2";"728.6";"758.2";"-0.2";"25";"Ветер, дующий с юго-юго-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"2.9";"";"";"";"";"";"";
"15.09.2016 15:00";"23.9";"728.8";"758.5";"-0.3";"23";"Ветер, дующий с юго-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"1.5";"";"";"";"";"";"";
