# Метеостанция Нур-Султан, Казахстан, WMO_ID=35188, выборка с 01.01.2010 по 30.07.2010, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=35188&lang=ru
#
"Местное время в Нур-Султане";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.07.2010 15:00";"27.8";"727.7";"756.8";"";"41";"Ветер, дующий с северо-востока";"3";"";"";"100%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"60%.";"1000-1500";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"13.5";"";"";"";"";"";"";
"01.07.2010 12:00";"27.2";"727.4";"756.6";"";"40";"Ветер, дующий с востоко-северо-востока";"3";"";"";"70 – 80%.";" ";"";"";"20.5";"";"";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые башенкообразные или хлопьевидные.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"12.4";"";"";"";"";"";"";
"01.07.2010 09:00";"23.0";"726.9";"756.5";"";"52";"Ветер, дующий с востока";"2";"";"";"90  или более, но не 100%";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"10.0";"12.7";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"01.07.2010 06:00";"20.7";"726.5";"756.4";"";"56";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"1000-1500";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"20.0";"11.7";"";"";"";"";"";"";
"01.07.2010 03:00";"20.5";"726.4";"756.2";"";"57";"Ветер, дующий с юга";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"";"11.8";"";"";"";"";"";"";
"01.07.2010 00:00";"22.8";"727.0";"756.6";"";"48";"Ветер, дующий с юго-юго-запада";"2";"";"";"60%.";" ";"";"";"";"32.0";"";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"";"11.3";"";"";"";"";"";"";
"30.06.2010 21:00";"27.0";"727.3";"756.5";"";"32";"Ветер, дующий с юго-юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"32.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"";"Перистые плотные, образовавшиеся от кучево-дождевых.";"20.0";"9.0";"";"";"";"";"";"";
"30.06.2010 18:00";"31.0";"727.2";"756.1";"";"22";"Ветер, дующий с западо-северо-запада";"3";"";"";"50%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"1500-2000";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"7.0";"";"";"";"";"";"";
"30.06.2010 15:00";"31.4";"727.6";"756.5";"";"21";"Ветер, дующий с северо-северо-запада";"4";"";"";"90  или более, но не 100%";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"50%.";"1000-1500";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"10.0";"6.2";"";"";"";"";"";"";
"30.06.2010 12:00";"29.2";"728.2";"757.4";"";"19";"Ветер, дующий с северо-запада";"3";"";"";"Облаков нет.";" ";"";"";"15.7";"";"";"";"";"";"";"20.0";"3.4";"";"";"";"";"";"";
"30.06.2010 09:00";"22.1";"729.2";"759.0";"";"37";"Ветер, дующий с юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"6.7";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"30.06.2010 06:00";"15.9";"729.4";"759.9";"";"52";"Ветер, дующий с юго-юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"6.2";"";"";"";"";"";"";
"30.06.2010 03:00";"17.9";"729.2";"759.5";"";"48";"Ветер, дующий с юго-юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"30.06.2010 00:00";"20.1";"729.8";"759.9";"";"41";"Ветер, дующий с юго-юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"27.1";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"29.06.2010 21:00";"25.1";"730.0";"759.5";"";"34";"Ветер, дующий с юго-юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"27.1";"";"";"";"";"";"20.0";"8.1";"";"";"";"";"";"";
"29.06.2010 18:00";"26.1";"730.4";"759.8";"";"23";"Ветер, дующий с юго-запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"3.3";"";"";"";"";"";"";
"29.06.2010 15:00";"25.2";"731.5";"761.1";"";"22";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"2.2";"";"";"";"";"";"";
"29.06.2010 12:00";"22.7";"732.8";"762.7";"";"23";"Ветер, дующий с востока";"2";"";"";"10%  или менее, но не 0";" ";"";"";"10.5";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"1500-2000";"";"";"20.0";"0.4";"";"";"";"";"";"";
"29.06.2010 09:00";"17.9";"733.6";"764.0";"";"42";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"4.9";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"29.06.2010 06:00";"11.5";"733.6";"764.7";"";"77";"Ветер, дующий с юго-юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"7.6";"";"";"";"";"";"";
"29.06.2010 03:00";"13.5";"733.4";"764.3";"";"53";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"29.06.2010 00:00";"16.5";"733.6";"764.2";"";"37";"Ветер, дующий с востоко-северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"22.7";"";"";"";"";"";"";"1.9";"";"";"";"";"";"";
"28.06.2010 21:00";"20.3";"733.6";"763.8";"";"25";"Ветер, дующий с северо-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"22.7";"";"";"";"";"";"20.0";"-0.3";"";"";"";"";"";"";
"28.06.2010 18:00";"22.2";"733.4";"763.4";"";"24";"Ветер, дующий с юго-запада";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"0.5";"";"";"";"";"";"";
"28.06.2010 15:00";"21.0";"733.8";"764.0";"";"26";"Ветер, дующий с севера";"3";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"1500-2000";"";"";"20.0";"0.7";"";"";"";"";"";"";
"28.06.2010 12:00";"17.9";"734.2";"764.8";"";"39";"Ветер, дующий с востоко-северо-востока";"4";"";"";"10%  или менее, но не 0";" ";"";"";"10.4";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"1500-2000";"";"";"20.0";"3.8";"";"";"";"";"";"";
"28.06.2010 09:00";"15.7";"734.3";"765.1";"";"42";"Ветер, дующий с северо-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"2.8";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"28.06.2010 06:00";"11.3";"734.0";"765.2";"";"62";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"4.3";"";"";"";"";"";"";
"28.06.2010 03:00";"12.4";"733.2";"764.2";"";"60";"Ветер, дующий с северо-востока";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"28.06.2010 00:00";"15.7";"732.8";"763.4";"";"44";"Ветер, дующий с северо-востока";"4";"";"";"Облаков нет.";" ";"";"";"";"27.0";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"27.06.2010 21:00";"20.3";"731.6";"761.7";"";"31";"Ветер, дующий с северо-северо-востока";"4";"";"";"50%.";" ";"";"";"";"27.0";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"2.8";"";"";"";"";"";"";
"27.06.2010 18:00";"24.2";"730.4";"760.0";"";"29";"Ветер, дующий с северо-востока";"5";"";"15";"60%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"1000-1500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"4.9";"";"";"";"";"";"";
"27.06.2010 15:00";"25.2";"729.4";"758.9";"";"30";"Ветер, дующий с северо-востока";"6";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"70 – 80%.";"600-1000";"";"";"20.0";"6.6";"";"";"";"";"";"";
"27.06.2010 12:00";"23.8";"729.0";"758.6";"";"34";"Ветер, дующий с юго-юго-востока";"3";"";"";"60%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"15.4";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"1000-1500";"Высококучевые башенкообразные или хлопьевидные.";"";"20.0";"7.2";"Следы осадков";"12";"";"";"";"";
"27.06.2010 09:00";"19.9";"729.6";"759.7";"";"36";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые башенкообразные или хлопьевидные.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"4.6";"Следы осадков";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"27.06.2010 06:00";"16.1";"729.5";"760.0";"";"48";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"20.0";"5.1";"";"";"";"";"";"";
"27.06.2010 03:00";"18.7";"729.8";"760.0";"";"39";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"4.5";"";"";"";"";"";"";
"27.06.2010 00:00";"20.9";"730.5";"760.5";"";"34";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"27.0";"";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"4.5";"";"";"";"";"";"";
"26.06.2010 21:00";"24.0";"730.5";"760.2";"";"28";"Ветер, дующий с северо-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"27.0";"";"20–30%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"4.3";"";"";"";"";"";"";
"26.06.2010 18:00";"25.7";"730.4";"759.9";"";"25";"Ветер, дующий с севера";"3";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"";"20.0";"4.2";"";"";"";"";"";"";
"26.06.2010 15:00";"25.0";"730.6";"760.2";"";"27";"Ветер, дующий с востока";"4";"";"";"20–30%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1500-2000";"";"";"20.0";"4.5";"";"";"";"";"";"";
"26.06.2010 12:00";"23.8";"730.9";"760.6";"";"37";"Ветер, дующий с востоко-юго-востока";"3";"";"";"60%.";" ";"";"";"15.0";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"60%.";"1000-1500";"";"";"20.0";"8.4";"";"";"";"";"";"";
"26.06.2010 09:00";"20.4";"730.6";"760.6";"";"55";"Ветер, дующий с северо-востока";"3";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"1000-1500";"";"";"20.0";"11.0";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"26.06.2010 06:00";"15.3";"730.1";"760.8";"";"31";"Ветер, дующий с северо-востока";"3";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"1000-1500";"";"";"20.0";"-1.9";"";"";"";"";"";"";
"26.06.2010 03:00";"16.7";"729.7";"760.0";"";"79";"Ветер, дующий с северо-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"";"";"";"13.0";"";"";"";"";"";"";
"26.06.2010 00:00";"19.3";"729.4";"759.5";"";"63";"Ветер, дующий с северо-востока";"2";"";"";"40%.";" ";"";"";"";"31.7";"";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"";"12.0";"";"";"";"";"";"";
"25.06.2010 21:00";"23.6";"728.7";"758.3";"";"43";"Ветер, дующий с северо-востока";"3";"";"";"70 – 80%.";" ";"";"";"";"31.7";"Слоисто-кучевые, образовавшиеся из кучевых.";"50%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"10.4";"";"";"";"";"";"";
"25.06.2010 18:00";"30.3";"727.4";"756.3";"";"21";"Ветер, дующий с северо-востока";"3";"";"";"60%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"1000-1500";"";"";"20.0";"5.3";"";"";"";"";"";"";
"25.06.2010 15:00";"29.7";"727.6";"756.6";"";"21";"Ветер, дующий с севера";"3";"";"";"60%.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"60%.";"1500-2000";"";"";"10.0";"5.1";"";"";"";"";"";"";
"25.06.2010 12:00";"27.1";"728.0";"757.2";"";"30";"Ветер, дующий с западо-юго-запада";"2";"";"";"20–30%.";"Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"16.1";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1500-2000";"";"";"10.0";"8.1";"Следы осадков";"12";"";"";"";"";
"25.06.2010 09:00";"20.1";"728.6";"758.6";"";"44";"Ветер, дующий с юго-запада";"3";"";"";"20–30%.";" ";"";"";"";"";"";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"7.6";"Следы осадков";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"25.06.2010 06:00";"17.6";"729.0";"759.3";"";"45";"Ветер, дующий с юго-запада";"3";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"";"20.0";"5.4";"";"";"";"";"";"";
"25.06.2010 03:00";"16.1";"729.7";"760.1";"";"56";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"";"7.4";"";"";"";"";"";"";
"25.06.2010 00:00";"17.9";"729.4";"759.8";"";"16";"Ветер, дующий с юго-юго-запада";"3";"";"";"Облаков нет.";" ";"";"";"";"26.0";"";"";"";"";"";"";"-8.2";"";"";"";"";"";"";
"24.06.2010 21:00";"23.6";"729.4";"759.2";"";"35";"Ветер, дующий с севера";"1";"";"";"40%.";" ";"";"";"";"26.0";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"7.4";"";"";"";"";"";"";
"24.06.2010 18:00";"24.6";"729.8";"759.4";"";"26";"Ветер, дующий с северо-северо-востока";"2";"";"";"40%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1000-1500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"3.8";"";"";"";"";"";"";
"24.06.2010 15:00";"21.6";"730.5";"760.5";"";"30";"Ветер, дующий с юга";"2";"";"";"40%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"3.5";"";"";"";"";"";"";
"24.06.2010 12:00";"18.7";"731.6";"761.8";"";"36";"Ветер, дующий с юго-запада";"2";"";"";"40%.";" ";"";"";"7.5";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"1000-1500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"3.3";"";"";"";"";"";"";
"24.06.2010 09:00";"16.0";"732.4";"763.0";"";"48";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"5.0";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"24.06.2010 06:00";"8.5";"732.2";"763.6";"";"81";"Ветер, дующий с северо-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"5.4";"";"";"";"";"";"";
"24.06.2010 03:00";"10.3";"731.9";"763.1";"";"66";"Ветер, дующий с северо-северо-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"";"4.3";"";"";"";"";"";"";
"24.06.2010 00:00";"13.0";"732.2";"763.2";"";"52";"Ветер, дующий с востоко-юго-востока";"3";"";"";"40%.";" ";"";"";"";"20.3";"Слоисто-кучевые, образовавшиеся из кучевых.";"20–30%.";"1000-1500";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"";"";"3.3";"";"";"";"";"";"";
"23.06.2010 21:00";"16.4";"732.0";"762.6";"";"36";"Ветер, дующий с северо-востока";"3";"";"";"40%.";" ";"";"";"";"20.3";"Слоисто-кучевые, образовавшиеся из кучевых.";"40%.";"1000-1500";"";"";"20.0";"1.4";"";"";"";"";"";"";
"23.06.2010 18:00";"18.0";"731.7";"762.1";"";"34";"Ветер, дующий с северо-востока";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"70 – 80%.";"1000-1500";"";"";"20.0";"2.1";"";"";"";"";"";"";
"23.06.2010 15:00";"16.6";"731.8";"762.4";"";"37";"Ветер, дующий с востоко-северо-востока";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"70 – 80%.";"1000-1500";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"";"20.0";"1.8";"";"";"";"";"";"";
"23.06.2010 12:00";"14.7";"732.3";"763.0";"";"50";"Ветер, дующий с северо-востока";"3";"";"";"100%.";" ";"";"";"8.5";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"90  или более, но не 100%";"1000-1500";"Высококучевые башенкообразные или хлопьевидные.";"";"20.0";"4.5";"";"";"";"";"";"";
"23.06.2010 09:00";"12.6";"732.2";"763.1";"";"65";"Ветер, дующий с северо-востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"60%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"20.0";"6.1";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"23.06.2010 06:00";"8.9";"732.0";"763.4";"";"85";"Ветер, дующий с северо-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"6.6";"";"";"";"";"";"";
"23.06.2010 03:00";"10.6";"731.8";"763.0";"";"77";"Ветер, дующий с северо-востока";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"";"";"";"6.8";"";"";"";"";"";"";
"23.06.2010 00:00";"11.1";"731.9";"763.0";"";"70";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"17.7";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"";"5.8";"";"";"";"";"";"";
"22.06.2010 21:00";"14.3";"732.2";"763.0";"";"49";"Ветер, дующий с северо-северо-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"17.7";"Слоисто-кучевые, образовавшиеся из кучевых.";"20–30%.";"600-1000";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"20.0";"3.7";"";"";"";"";"";"";
"22.06.2010 18:00";"14.8";"731.8";"762.5";"";"46";"Ветер, дующий с севера";"3";"";"";"100%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"3.3";"";"";"";"";"";"";
"22.06.2010 15:00";"15.5";"731.7";"762.4";"";"44";"Ветер, дующий с севера";"4";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"90  или более, но не 100%";"600-1000";"";"";"20.0";"3.4";"";"";"";"";"";"";
"22.06.2010 12:00";"15.9";"731.6";"762.2";"";"43";"Ветер, дующий с севера";"3";"";"";"70 – 80%.";" ";"";"";"8.5";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"70 – 80%.";"600-1000";"";"";"20.0";"3.4";"Следы осадков";"12";"";"";"";"";
"22.06.2010 09:00";"13.2";"731.7";"762.6";"";"64";"Ветер, дующий с севера";"3";"";"";"20–30%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"600-1000";"";"";"20.0";"6.6";"Следы осадков";"12";"Поверхность почвы влажная.";"";"";"";
