# Метеостанция Опытное Поле (Красноярск), Россия, WMO_ID=29570, выборка с 08.04.2019 по 15.07.2019, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=29570&lang=ru
#
"Местное время в Опытном Поле";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.06.2019 07:00";"15.2";"731.0";"";"";"84";"Ветер, дующий с юго-запада";"3";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и). ";"";"";"12.7";"";"";"";"";"";"";"50.0";"";"0.5";"12";"";"";"";"";
"09.06.2019 04:00";"14.1";"731.0";"";"";"82";"Ветер, дующий с юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"09.06.2019 01:00";"15.8";"731.0";"";"";"74";"Ветер, дующий с юго-запада";"2";"";"";"60%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"08.06.2019 22:00";"13.9";"731.0";"";"";"89";"Штиль, безветрие";"0";"";"";"40%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"08.06.2019 19:00";"17.9";"731.0";"";"";"64";"Ветер, дующий с юго-запада";"2";"";"";"70 – 80%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"26.4";"";"";"";"";"";"20.0";"";"0.4";"12";"";"";"";"";
"08.06.2019 16:00";"26.2";"730.0";"";"";"33";"Ветер, дующий с юга";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"08.06.2019 13:00";"23.9";"731.0";"";"";"39";"Ветер, дующий с юго-запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"08.06.2019 10:00";"19.3";"732.0";"";"";"59";"Ветер, дующий с юго-запада";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"08.06.2019 07:00";"14.8";"732.0";"";"";"82";"Ветер, дующий с юго-запада";"5";"";"";"60%.";"Состояние неба в общем не изменилось. ";"";"";"12.8";"";"";"";"";"";"";"50.0";"";"6.0";"12";"";"";"";"";
"08.06.2019 04:00";"12.9";"732.0";"";"";"96";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"08.06.2019 01:00";"13.9";"732.0";"";"";"94";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"07.06.2019 22:00";"20.3";"731.0";"";"";"64";"Ветер, дующий с запада";"3";"";"";"100%.";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"07.06.2019 19:00";"27.1";"729.0";"";"";"40";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"28.7";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"07.06.2019 16:00";"28.1";"729.0";"";"";"35";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"07.06.2019 13:00";"27.6";"730.0";"";"";"36";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"07.06.2019 10:00";"20.6";"731.0";"";"";"49";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"07.06.2019 07:00";"16.7";"731.0";"";"";"56";"Ветер, дующий с востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"11.0";"";"";"";"";"";"";"20.0";"";"Осадков нет";"12";"";"";"";"";
"07.06.2019 04:00";"11.2";"731.0";"";"";"71";"Ветер, дующий с юго-запада";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"07.06.2019 01:00";"13.9";"732.0";"";"";"62";"Ветер, дующий с юго-запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"06.06.2019 22:00";"18.1";"732.0";"";"";"47";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"06.06.2019 19:00";"25.3";"732.0";"";"";"32";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"26.9";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"06.06.2019 16:00";"26.4";"733.0";"";"";"33";"Ветер, дующий с востока";"3";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"06.06.2019 13:00";"25.7";"733.0";"";"";"28";"Ветер, дующий с северо-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"06.06.2019 10:00";"21.0";"734.0";"";"";"48";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"06.06.2019 07:00";"14.3";"735.0";"";"";"60";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"8.0";"";"";"";"";"";"";"20.0";"";"Осадков нет";"12";"";"";"";"";
"06.06.2019 04:00";"8.4";"735.0";"";"";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"06.06.2019 01:00";"12.3";"734.0";"";"";"63";"Ветер, дующий с юго-запада";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"05.06.2019 22:00";"15.5";"734.0";"";"";"54";"Ветер, дующий с запада";"1";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"05.06.2019 19:00";"23.9";"734.0";"";"";"31";"Ветер, дующий с северо-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"24.8";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"05.06.2019 16:00";"23.5";"733.0";"";"";"31";"Ветер, дующий с востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"05.06.2019 13:00";"23.1";"733.0";"";"";"30";"Ветер, дующий с юго-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"05.06.2019 10:00";"20.5";"734.0";"";"";"38";"Ветер, дующий с востока";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"05.06.2019 07:00";"14.5";"733.0";"";"";"62";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"8.2";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"05.06.2019 04:00";"9.8";"733.0";"";"";"64";"Ветер, дующий с юга";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"05.06.2019 01:00";"11.9";"732.0";"";"";"57";"Ветер, дующий с юго-запада";"1";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"04.06.2019 22:00";"14.3";"732.0";"";"";"53";"Ветер, дующий с юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"04.06.2019 19:00";"20.1";"730.9";"754.6";"";"36";"Ветер, дующий с северо-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"22.0";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"50%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"4.4";"Осадков нет";"12";"";"";"";"";
"04.06.2019 16:00";"21.6";"732.0";"";"";"33";"Ветер, дующий с востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"04.06.2019 13:00";"19.7";"732.0";"";"";"38";"Ветер, дующий с востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"04.06.2019 10:00";"18.1";"733.0";"";"";"39";"Ветер, дующий с юга";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"04.06.2019 07:00";"10.1";"734.0";"";"";"72";"Ветер, дующий с северо-востока";"1";"";"";"40%.";" ";"";"";"4.6";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"04.06.2019 04:00";"4.9";"734.0";"";"";"";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"04.06.2019 01:00";"10.3";"734.0";"";"";"65";"Ветер, дующий с юго-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"03.06.2019 22:00";"11.0";"734.0";"";"";"66";"Ветер, дующий с юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"03.06.2019 19:00";"17.4";"734.0";"";"";"37";"Ветер, дующий с северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"18.6";"";"";"";"";"";"50.0";"";"0.3";"12";"";"";"";"";
"03.06.2019 16:00";"17.5";"734.0";"";"";"39";"Ветер, дующий с севера";"1";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"03.06.2019 13:00";"16.5";"734.0";"";"";"46";"Ветер, дующий с запада";"2";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"03.06.2019 10:00";"13.4";"735.0";"";"";"59";"Ветер, дующий с юго-запада";"3";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"03.06.2019 07:00";"8.4";"735.0";"";"";"78";"Ветер, дующий с юго-запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"6.4";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"03.06.2019 04:00";"6.4";"735.0";"";"";"82";"Ветер, дующий с юго-запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"03.06.2019 01:00";"7.2";"735.0";"";"";"77";"Ветер, дующий с юго-запада";"2";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"02.06.2019 22:00";"7.4";"735.0";"";"";"72";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"02.06.2019 19:00";"10.3";"735.0";"";"";"61";"Ветер, дующий с запада";"1";"";"";"100%.";"Ливневый(ые) дождь(и). ";"";"";"";"12.8";"";"";"";"";"";"50.0";"";"Следы осадков";"12";"";"";"";"";
"02.06.2019 16:00";"10.9";"734.0";"";"";"54";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"02.06.2019 13:00";"12.0";"733.0";"";"";"50";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"02.06.2019 10:00";"9.8";"732.0";"";"";"53";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"02.06.2019 07:00";"6.7";"732.0";"";"";"68";"Ветер, дующий с северо-запада";"1";"";"";"60%.";" ";"";"";"0.4";"";"";"";"";"";"";"20.0";"";"Осадков нет";"12";"";"";"";"";
"02.06.2019 04:00";"0.5";"732.0";"";"";"92";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"02.06.2019 01:00";"2.4";"732.0";"";"";"82";"Ветер, дующий с юго-запада";"1";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"01.06.2019 22:00";"4.9";"733.0";"";"";"76";"Ветер, дующий с юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"01.06.2019 19:00";"10.2";"733.0";"";"";"49";"Ветер, дующий с северо-запада";"1";"";"";"50%.";" ";"";"";"";"12.3";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"01.06.2019 16:00";"10.9";"733.0";"";"";"44";"Ветер, дующий с северо-запада";"3";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"01.06.2019 13:00";"11.0";"733.0";"";"";"45";"Ветер, дующий с северо-запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"01.06.2019 10:00";"7.5";"731.8";"756.7";"";"62";"Ветер, дующий с западо-северо-запада";"3";"10";"10";"90  или более, но не 100%";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"0.7";"";"";"";"";"";"";
"01.06.2019 07:00";"6.0";"731.0";"";"";"73";"Ветер, дующий с запада";"3";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"4.9";"";"";"";"";"";"";"50.0";"";"2.0";"12";"";"";"";"";
"01.06.2019 04:00";"8.2";"729.0";"";"";"86";"Ветер, дующий с запада";"2";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"01.06.2019 01:00";"11.8";"729.0";"";"";"52";"Ветер, дующий с юго-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"31.05.2019 22:00";"9.4";"730.0";"";"";"64";"Ветер, дующий с запада";"2";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"31.05.2019 19:00";"15.5";"731.0";"";"";"44";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"16.9";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"31.05.2019 16:00";"16.3";"732.0";"";"";"41";"Ветер, дующий с запада";"3";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"31.05.2019 13:00";"13.2";"732.0";"";"";"51";"Ветер, дующий с северо-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"31.05.2019 10:00";"11.9";"732.0";"";"";"62";"Ветер, дующий с запада";"4";"";"";"90  или более, но не 100%";" ";"";"";"11.8";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"31.05.2019 07:00";"14.5";"729.0";"";"";"57";"Ветер, дующий с запада";"4";"";"";"70 – 80%.";" ";"";"";"14.5";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"31.05.2019 04:00";"17.2";"728.0";"";"";"53";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"31.05.2019 01:00";"19.5";"728.0";"";"";"45";"Ветер, дующий с запада";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"30.05.2019 22:00";"19.2";"728.0";"";"";"45";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"30.05.2019 19:00";"26.8";"729.0";"";"";"29";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"28.4";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"30.05.2019 16:00";"27.4";"730.0";"";"";"28";"Ветер, дующий с запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"30.05.2019 13:00";"26.9";"732.0";"";"";"29";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"30.05.2019 10:00";"23.2";"734.0";"";"";"40";"Ветер, дующий с запада";"3";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"30.05.2019 07:00";"18.1";"735.0";"";"";"47";"Ветер, дующий с юго-запада";"5";"";"";"50%.";" ";"";"";"17.0";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"30.05.2019 04:00";"17.1";"736.0";"";"";"47";"Ветер, дующий с юго-запада";"4";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"30.05.2019 01:00";"18.3";"737.0";"";"";"43";"Ветер, дующий с юго-запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"29.05.2019 22:00";"19.5";"737.0";"";"";"38";"Ветер, дующий с запада";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"29.05.2019 19:00";"23.7";"737.0";"";"";"30";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";" ";"";"";"";"25.8";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"29.05.2019 16:00";"25.1";"738.0";"";"";"30";"Ветер, дующий с запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"29.05.2019 13:00";"23.5";"740.0";"";"";"35";"Ветер, дующий с запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"29.05.2019 10:00";"19.6";"741.0";"";"";"45";"Ветер, дующий с запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"29.05.2019 07:00";"13.0";"741.0";"";"";"59";"Ветер, дующий с запада";"6";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"10.9";"";"";"";"";"";"";"50.0";"";"Следы осадков";"12";"";"";"";"";
"29.05.2019 04:00";"11.5";"741.0";"";"";"61";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"29.05.2019 01:00";"12.0";"742.0";"";"";"60";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"28.05.2019 22:00";"12.5";"743.0";"";"";"53";"Ветер, дующий с юго-запада";"4";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"28.05.2019 19:00";"12.8";"744.0";"";"";"52";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"17.0";"";"";"";"";"";"20.0";"";"Следы осадков";"12";"";"";"";"";
"28.05.2019 16:00";"15.2";"744.0";"";"";"33";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"28.05.2019 13:00";"15.1";"746.0";"";"";"34";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"28.05.2019 10:00";"13.8";"748.0";"";"";"38";"Ветер, дующий с запада";"4";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"28.05.2019 07:00";"9.0";"748.0";"";"";"48";"Ветер, дующий с запада";"4";"";"";"90  или более, но не 100%";" ";"";"";"6.3";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"28.05.2019 04:00";"6.4";"748.0";"";"";"51";"Ветер, дующий с юго-запада";"3";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"28.05.2019 01:00";"7.8";"748.0";"";"";"47";"Ветер, дующий с юго-запада";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"27.05.2019 22:00";"6.7";"748.0";"";"";"55";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"27.05.2019 19:00";"11.1";"747.0";"";"";"40";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";" ";"";"";"";"12.7";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"27.05.2019 16:00";"11.8";"747.0";"";"";"37";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"27.05.2019 13:00";"10.4";"747.0";"";"";"39";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"27.05.2019 10:00";"8.8";"748.0";"";"";"48";"Ветер, дующий с северо-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"27.05.2019 07:00";"5.8";"744.9";"770.5";"";"61";"Ветер, дующий с юго-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"3.9";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-1.2";"1.0";"12";"Поверхность почвы влажная.";"2.0";"";"";
"27.05.2019 04:00";"4.9";"744.0";"";"";"62";"Ветер, дующий с запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"27.05.2019 01:00";"6.6";"741.0";"";"";"71";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"26.05.2019 22:00";"7.0";"738.0";"";"";"85";"Ветер, дующий с юго-запада";"4";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"26.05.2019 19:00";"17.7";"735.0";"";"";"47";"Ветер, дующий с запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"26.7";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"26.05.2019 16:00";"26.5";"732.0";"";"";"25";"Ветер, дующий с юго-запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"26.05.2019 13:00";"23.9";"733.0";"";"";"28";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"26.05.2019 10:00";"17.8";"733.0";"";"";"34";"Ветер, дующий с юго-запада";"6";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"26.05.2019 07:00";"13.7";"734.0";"";"";"48";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"8.0";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"26.05.2019 04:00";"8.6";"734.0";"";"";"65";"Ветер, дующий с юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"26.05.2019 01:00";"9.4";"735.0";"";"";"61";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"25.05.2019 22:00";"12.7";"737.0";"";"";"48";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"25.05.2019 19:00";"19.9";"737.0";"";"";"30";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"20.8";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"25.05.2019 16:00";"20.5";"738.0";"";"";"33";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"25.05.2019 13:00";"18.5";"739.0";"";"";"39";"Ветер, дующий с юга";"5";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"25.05.2019 10:00";"14.0";"740.0";"";"";"50";"Ветер, дующий с юго-запада";"4";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"25.05.2019 07:00";"8.6";"741.0";"";"";"70";"Ветер, дующий с юго-запада";"5";"";"";"60%.";" ";"";"";"6.5";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"25.05.2019 04:00";"6.8";"739.0";"";"";"77";"Ветер, дующий с юго-запада";"6";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"25.05.2019 01:00";"7.8";"738.0";"";"";"72";"Ветер, дующий с юго-запада";"4";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"24.05.2019 22:00";"7.6";"740.0";"";"";"76";"Ветер, дующий с юга";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"24.05.2019 19:00";"11.0";"738.0";"";"";"67";"Ветер, дующий с юга";"3";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"";"13.3";"";"";"";"";"";"50.0";"";"1.0";"12";"";"";"";"";
