# Метеостанция Санкт-Петербург, Россия, WMO_ID=26063, выборка с 01.01.2015 по 30.07.2015, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26063&lang=ru
#
"Местное время в Санкт-Петербурге";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.07.2015 15:00";"20.6";"749.2";"749.7";"-0.5";"58";"Ветер, дующий с юго-запада";"3";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"12.1";"";"";"";"";"";"";
"29.07.2015 12:00";"16.6";"749.7";"750.1";"0.5";"86";"Ветер, дующий с юга";"2";"";"";"90  или более, но не 100%";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"14.2";"";"";"";"";"";"";
"29.07.2015 09:00";"15.1";"749.2";"749.8";"-0.6";"89";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Ливень (ливни).";"Дождь.";"14.6";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"13.3";"3.0";"12";"";"";"";"";
"29.07.2015 06:00";"15.2";"749.8";"750.4";"-0.5";"91";"Штиль, безветрие";"0";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"15.1";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"13.8";"0.7";"12";"";"";"";"";
"29.07.2015 03:00";"16.3";"750.3";"750.8";"-0.9";"73";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"10.0";"11.5";"";"";"";"";"";"";
"29.07.2015 00:00";"17.1";"751.2";"751.7";"-0.3";"66";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"10.0";"10.6";"";"";"";"";"";"";
"28.07.2015 21:00";"18.8";"751.5";"752.0";"-0.4";"64";"Ветер, дующий с востока";"1";"";"";"70 – 80%.";" ";"";"";"";"21.6";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"70 – 80%.";"300-600";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"11.8";"Осадков нет";"12";"";"";"";"";
"28.07.2015 18:00";"21.5";"751.9";"752.5";"-0.8";"48";"Ветер, дующий с западо-северо-запада";"1";"";"";"60%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"60%.";"300-600";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"10.1";"Осадков нет";"12";"";"";"";"";
"28.07.2015 15:00";"20.6";"752.7";"753.2";"0.0";"52";"Ветер, дующий с западо-юго-запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"70 – 80%.";"300-600";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"10.3";"";"";"";"";"";"";
"28.07.2015 12:00";"19.5";"752.7";"753.2";"-0.6";"53";"Ветер, дующий с севера";"2";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"9.6";"";"";"";"";"";"";
"28.07.2015 09:00";"17.4";"753.3";"753.8";"-0.7";"66";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"15.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"10.9";"Осадков нет";"12";"";"";"";"";
"28.07.2015 06:00";"16.3";"754.0";"754.5";"-0.8";"69";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"15.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"10.5";"Осадков нет";"12";"";"";"";"";
"28.07.2015 03:00";"16.0";"754.8";"755.3";"-0.6";"68";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"10.1";"";"";"";"";"";"";
"28.07.2015 00:00";"16.8";"755.4";"755.9";"0.2";"69";"Ветер, дующий с северо-северо-востока";"1";"";"";"50%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"11.1";"";"";"";"";"";"";
"27.07.2015 21:00";"19.8";"755.2";"755.8";"-0.2";"56";"Ветер, дующий с северо-северо-запада";"2";"";"";"20–30%.";" ";"";"";"";"21.7";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"10.6";"Осадков нет";"12";"";"";"";"";
"27.07.2015 18:00";"21.1";"755.4";"755.9";"0.0";"52";"Ветер, дующий с севера";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.7";"Следы осадков";"12";"";"";"";"";
"27.07.2015 15:00";"20.8";"755.4";"755.9";"0.3";"58";"Ветер, дующий с северо-северо-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"20–30%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"12.3";"";"";"";"";"";"";
"27.07.2015 12:00";"19.2";"755.1";"755.6";"0.8";"62";"Ветер, дующий с запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"20–30%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"11.8";"";"";"";"";"";"";
"27.07.2015 09:00";"17.7";"754.3";"754.9";"1.2";"79";"Ветер, дующий с запада";"2";"";"";"60%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"16.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"14.0";"0.9";"12";"";"";"";"";
"27.07.2015 06:00";"16.5";"753.1";"753.6";"0.8";"92";"Ветер, дующий с запада";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"16.2";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"15.1";"0.9";"12";"";"";"";"";
"27.07.2015 03:00";"20.5";"752.3";"753.1";"-0.2";"85";"Ветер, дующий с западо-юго-запада";"3";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"17.8";"";"";"";"";"";"";
"27.07.2015 00:00";"21.9";"752.5";"753.1";"-0.5";"76";"Ветер, дующий с востоко-юго-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"17.4";"";"";"";"";"";"";
"26.07.2015 21:00";"23.7";"753.0";"753.5";"-0.3";"66";"Ветер, дующий с востоко-юго-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"25.5";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"16.9";"Следы осадков";"12";"";"";"";"";
"26.07.2015 18:00";"24.9";"753.3";"753.8";"-1.3";"57";"Ветер, дующий с юго-востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"15.7";"Следы осадков";"12";"";"";"";"";
"26.07.2015 15:00";"23.5";"754.6";"755.1";"-0.7";"54";"Ветер, дующий с юга";"3";"";"";"70 – 80%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"13.6";"";"";"";"";"";"";
"26.07.2015 12:00";"23.5";"755.3";"755.8";"-2.4";"49";"Ветер, дующий с востоко-юго-востока";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"12.1";"";"";"";"";"";"";
"26.07.2015 09:00";"20.4";"757.7";"758.2";"-1.1";"51";"Ветер, дующий с востоко-юго-востока";"3";"";"";"60%.";" ";"";"";"16.4";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"10.0";"Осадков нет";"12";"";"";"";"";
"26.07.2015 06:00";"16.6";"758.8";"759.4";"-0.9";"65";"Ветер, дующий с юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"16.6";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"10.0";"Осадков нет";"12";"";"";"";"";
"26.07.2015 03:00";"17.4";"759.7";"760.3";"0.0";"60";"Ветер, дующий с востоко-юго-востока";"1";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"9.4";"";"";"";"";"";"";
"26.07.2015 00:00";"16.9";"759.7";"760.3";"-0.2";"66";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"10.5";"";"";"";"";"";"";
"25.07.2015 21:00";"20.2";"759.9";"760.4";"-0.7";"55";"Ветер, дующий с севера";"1";"";"";"70 – 80%.";" ";"";"";"";"22.0";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"10.7";"Осадков нет";"12";"";"";"";"";
"25.07.2015 18:00";"21.7";"760.6";"761.1";"-0.3";"48";"Ветер, дующий с юго-запада";"8";"";"";"40%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"10%  или менее, но не 0";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"10.2";"Осадков нет";"12";"";"";"";"";
"25.07.2015 15:00";"20.8";"760.9";"761.4";"0.0";"52";"Ветер, дующий с западо-юго-запада";"3";"";"";"20–30%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"10.6";"";"";"";"";"";"";
"25.07.2015 12:00";"18.6";"760.9";"761.4";"0.9";"64";"Ветер, дующий с запада";"4";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"11.5";"";"";"";"";"";"";
"25.07.2015 09:00";"17.1";"760.0";"760.6";"0.9";"76";"Ветер, дующий с западо-юго-запада";"3";"";"";"70 – 80%.";" ";"";"";"15.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"12.8";"Осадков нет";"12";"";"";"";"";
"25.07.2015 06:00";"15.9";"759.1";"759.7";"0.9";"84";"Ветер, дующий с западо-юго-запада";"3";"";"";"70 – 80%.";" ";"";"";"15.9";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"70 – 80%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"13.2";"Осадков нет";"12";"";"";"";"";
"25.07.2015 03:00";"16.4";"758.2";"758.8";"0.7";"82";"Ветер, дующий с запада";"3";"";"10";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"13.2";"";"";"";"";"";"";
"25.07.2015 00:00";"16.3";"757.5";"758.0";"0.8";"79";"Ветер, дующий с запада";"4";"";"10";"70 – 80%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"60%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"12.7";"";"";"";"";"";"";
"24.07.2015 21:00";"17.3";"756.7";"757.3";"0.7";"71";"Ветер, дующий с запада";"4";"11";"11";"60%.";" ";"";"";"";"20.5";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"12.0";"Осадков нет";"12";"";"";"";"";
"24.07.2015 18:00";"18.9";"756.0";"756.5";"0.8";"61";"Ветер, дующий с западо-северо-запада";"4";"11";"12";"20–30%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"11.2";"Следы осадков";"12";"";"";"";"";
"24.07.2015 15:00";"19.8";"755.2";"755.8";"0.6";"56";"Ветер, дующий с запада";"5";"11";"11";"20–30%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"10.6";"";"";"";"";"";"";
"24.07.2015 12:00";"18.9";"754.6";"755.2";"0.6";"70";"Ветер, дующий с запада";"3";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"13.3";"";"";"";"";"";"";
"24.07.2015 09:00";"16.2";"754.0";"754.5";"0.9";"85";"Ветер, дующий с западо-юго-запада";"3";"";"";"90  или более, но не 100%";"Дождь (незамерзающий) неливневый. ";"Ливень (ливни).";"Дождь.";"15.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"200-300";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"13.7";"1.0";"12";"";"";"";"";
"24.07.2015 06:00";"15.6";"753.1";"753.7";"-0.2";"87";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"15.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"13.5";"2.0";"12";"";"";"";"";
"24.07.2015 03:00";"16.1";"753.3";"753.8";"-0.3";"86";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Дождь.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"13.8";"";"";"";"";"";"";
"24.07.2015 00:00";"16.4";"753.6";"754.1";"-0.4";"89";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Дождь.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"14.5";"";"";"";"";"";"";
"23.07.2015 21:00";"17.4";"754.0";"754.3";"-0.6";"86";"Штиль, безветрие";"0";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Ливень (ливни).";"Дождь.";"";"20.4";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"15.0";"1.0";"12";"";"";"";"";
"23.07.2015 18:00";"18.7";"754.6";"755.1";"-0.2";"72";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"300-600";"Высокослоистые просвечивающие.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"10.0";"13.6";"Осадков нет";"12";"";"";"";"";
