# Метеостанция Санкт-Петербург, Россия, WMO_ID=26063, выборка с 01.01.2017 по 31.12.2017, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26063&lang=ru
#
"Местное время в Санкт-Петербурге";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.12.2017 15:00";"2.5";"755.6";"756.2";"0.7";"83";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-0.2";"";"";"";"";"";"";
"30.12.2017 12:00";"2.5";"754.9";"755.5";"2.3";"82";"Ветер, дующий с западо-юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-0.3";"";"";"";"";"";"";
"30.12.2017 09:00";"4.3";"752.6";"753.2";"1.8";"84";"Ветер, дующий с юго-запада";"3";"";"";"70 – 80%.";" ";"";"";"3.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"1.8";"0.1";"12";"";"";"";"";
"30.12.2017 06:00";"4.9";"750.8";"751.4";"-0.3";"90";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"3.6";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"10.0";"3.4";"0.1";"12";"";"";"";"";
"30.12.2017 03:00";"4.5";"751.1";"751.6";"-0.9";"93";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";"Дымка. ";"Дождь.";"Морось.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"2.0";"3.5";"";"";"";"";"";"";
"30.12.2017 00:00";"4.0";"752.0";"752.5";"-0.8";"95";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Дождь.";"Морось.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"2.0";"3.2";"";"";"";"";"";"";
"29.12.2017 21:00";"3.9";"752.8";"753.3";"-0.3";"93";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";"Морось незамерзающая с перерывами слабая в срок наблюдения. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"3.9";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"10.0";"2.8";"Следы осадков";"12";"";"";"";"";
"29.12.2017 18:00";"3.7";"753.1";"753.7";"-0.3";"89";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"10.0";"2.0";"Осадков нет";"12";"";"";"";"";
"29.12.2017 15:00";"3.6";"753.4";"754.0";"0.0";"85";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"10.0";"1.3";"";"";"";"";"";"";
"29.12.2017 12:00";"2.9";"753.4";"753.9";"0.0";"86";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"29.12.2017 09:00";"2.1";"753.4";"754.0";"0.5";"87";"Ветер, дующий с юго-востока";"2";"";"11";"";" ";"";"";"1.6";"";"";"";"";"";"";"";"0.1";"0.3";"12";"";"";"";"";
"29.12.2017 06:00";"1.7";"752.9";"753.5";"0.0";"88";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"1.7";"";"";"";"";"";"";"";"-0.1";"0.3";"12";"";"";"";"";
"29.12.2017 03:00";"2.3";"752.9";"753.5";"0.1";"89";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"0.7";"";"";"";"";"";"";
"29.12.2017 00:00";"2.6";"752.8";"753.4";"0.2";"89";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"1.0";"";"";"";"";"";"";
"28.12.2017 21:00";"2.2";"752.6";"753.2";"0.2";"91";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"10.0";"0.9";"1.0";"12";"";"";"";"";
"28.12.2017 18:00";"1.8";"752.4";"753.0";"0.1";"91";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"10.0";"0.5";"0.9";"12";"";"";"";"";
"28.12.2017 15:00";"1.0";"752.3";"752.9";"-0.4";"90";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"10.0";"-0.4";"";"";"";"";"";"";
"28.12.2017 12:00";"0.6";"752.7";"753.3";"0.4";"89";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"10.0";"-1.1";"";"";"";"";"";"";
"28.12.2017 09:00";"0.7";"752.3";"752.9";"1.0";"88";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"0.5";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"10.0";"-1.1";"Осадков нет";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"6.0";
"28.12.2017 06:00";"1.1";"751.3";"751.9";"0.6";"89";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";" ";"";"";"1.1";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"10.0";"-0.6";"0.5";"12";"";"";"";"";
"28.12.2017 03:00";"2.5";"750.7";"751.3";"1.2";"86";"Ветер, дующий с юго-юго-запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"0.3";"";"";"";"";"";"";
"28.12.2017 00:00";"2.6";"749.5";"750.1";"1.2";"86";"Ветер, дующий с юго-юго-запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"0.5";"";"";"";"";"";"";
"27.12.2017 21:00";"2.5";"748.3";"748.9";"1.3";"87";"Ветер, дующий с юго-запада";"3";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"3.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"0.6";"0.5";"12";"";"";"";"";
"27.12.2017 18:00";"2.9";"747.0";"747.6";"1.3";"86";"Ветер, дующий с юго-запада";"4";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"10.0";"0.8";"Следы осадков";"12";"";"";"";"";
"27.12.2017 15:00";"3.3";"745.7";"746.3";"1.0";"85";"Ветер, дующий с юго-запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"1.0";"";"";"";"";"";"";
"27.12.2017 12:00";"3.2";"744.7";"745.3";"1.1";"87";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"1.2";"";"";"";"";"";"";
"27.12.2017 09:00";"2.7";"743.6";"744.2";"-0.3";"92";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"0.0";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"10.0";"1.5";"1.0";"12";"";"";"";"";
"27.12.2017 06:00";"2.6";"743.9";"744.5";"-1.4";"93";"Ветер, дующий с юга";"3";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"0.0";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"1.5";"0.9";"12";"";"";"";"";
"27.12.2017 03:00";"1.2";"745.3";"745.9";"-1.5";"95";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"10.0";"0.5";"";"";"";"";"";"";
"27.12.2017 00:00";"0.5";"746.8";"747.4";"-0.6";"87";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-1.5";"";"";"";"";"";"";
"26.12.2017 21:00";"0.1";"747.4";"748.0";"0.2";"84";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"2.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-2.3";"0.7";"12";"";"";"";"";
"26.12.2017 18:00";"0.4";"747.2";"747.8";"1.1";"89";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-1.2";"2.0";"12";"";"";"";"";
"26.12.2017 15:00";"0.8";"746.1";"746.6";"2.0";"92";"Ветер, дующий с запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Ливень (ливни).";"Дождь со снегом или другими видами твердых осадков";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"4.0";"-0.4";"";"";"";"";"";"";
"26.12.2017 12:00";"1.6";"744.1";"744.7";"2.3";"87";"Ветер, дующий с запада";"3";"";"11";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Морось.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-0.3";"";"";"";"";"";"";
"26.12.2017 09:00";"2.3";"741.8";"742.3";"0.3";"97";"Ветер, дующий с запада";"3";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Дождь.";"-1.5";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"4.0";"1.8";"7.0";"12";"";"";"";"";
"26.12.2017 06:00";"-0.3";"741.5";"742.1";"-2.6";"96";"Ветер, дующий с юга";"2";"";"10";"100%.";"Морось замерзающая слабая. ";"Снег и/или другие виды твердых осадков";"Морось.";"-1.5";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"10.0";"-0.8";"6.0";"12";"";"";"";"";
"26.12.2017 03:00";"-1.1";"744.1";"744.7";"-4.3";"96";"Ветер, дующий с востоко-юго-востока";"3";"";"10";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.0";"-1.6";"";"";"";"";"";"";
"26.12.2017 00:00";"-1.1";"748.4";"748.9";"-2.0";"85";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-3.3";"";"";"";"";"";"";
"25.12.2017 21:00";"-1.3";"750.4";"751.0";"-0.8";"83";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";" ";"";"";"";"-0.8";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-3.9";"Осадков нет";"12";"";"";"";"";
"25.12.2017 18:00";"-1.1";"751.2";"751.8";"0.2";"80";"Ветер, дующий с юго-юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-4.2";"Осадков нет";"12";"";"";"";"";
"25.12.2017 15:00";"-2.2";"751.0";"751.6";"1.2";"78";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-5.6";"";"";"";"";"";"";
"25.12.2017 12:00";"-2.7";"749.8";"750.4";"1.6";"73";"Ветер, дующий с северо-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-6.9";"";"";"";"";"";"";
"25.12.2017 09:00";"-2.9";"748.2";"748.8";"1.9";"70";"Ветер, дующий с северо-северо-запада";"3";"";"";"100%.";" ";"";"";"-3.5";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-7.6";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"12.0";
"25.12.2017 06:00";"-3.3";"746.3";"746.9";"1.3";"82";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"-3.5";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-6.0";"Осадков нет";"12";"";"";"";"";
"25.12.2017 03:00";"-3.4";"745.0";"745.6";"1.7";"79";"Ветер, дующий с северо-северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"10.0";"-6.6";"";"";"";"";"";"";
"25.12.2017 00:00";"-3.2";"743.3";"743.9";"2.2";"79";"Ветер, дующий с северо-северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-6.3";"";"";"";"";"";"";
"24.12.2017 21:00";"-3.0";"741.1";"741.7";"1.8";"80";"Ветер, дующий с северо-северо-запада";"3";"";"11";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-1.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-6.0";"0.3";"12";"";"";"";"";
"24.12.2017 18:00";"-2.1";"739.3";"739.9";"1.9";"79";"Ветер, дующий с северо-запада";"4";"10";"14";"100%.";"Снег неливневый. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-5.3";"0.8";"12";"";"";"";"";
"24.12.2017 15:00";"-2.2";"737.4";"738.0";"1.8";"78";"Ветер, дующий с северо-запада";"4";"10";"14";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-5.6";"";"";"";"";"";"";
"24.12.2017 12:00";"-1.7";"735.6";"736.2";"2.1";"78";"Ветер, дующий с северо-запада";"5";"10";"12";"100%.";"Снег неливневый. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-5.0";"";"";"";"";"";"";
"24.12.2017 09:00";"-1.3";"733.5";"734.0";"1.9";"77";"Ветер, дующий с северо-запада";"4";"10";"12";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-1.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"200-300";"Высокослоистые просвечивающие.";"";"10.0";"-4.9";"3.0";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"12.0";
"24.12.2017 06:00";"0.6";"731.6";"732.1";"-0.2";"92";"Ветер, дующий с запада";"2";"";"10";"100%.";" ";"";"";"-1.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-0.6";"6.0";"12";"";"";"";"";
"24.12.2017 03:00";"1.4";"731.8";"732.3";"-1.4";"94";"Ветер, дующий с западо-северо-запада";"4";"";"10";"100%.";"Состояние неба в общем не изменилось. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"0.5";"";"";"";"";"";"";
"24.12.2017 00:00";"0.4";"733.2";"733.7";"-2.6";"97";"Ветер, дующий с запада";"2";"";"11";"100%.";"Состояние неба в общем не изменилось. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"0.0";"";"";"";"";"";"";
"23.12.2017 21:00";"-0.5";"735.8";"736.3";"-6.0";"94";"Ветер, дующий с юго-юго-запада";"5";"11";"11";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Метель";"";"-0.5";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.0";"-1.4";"4.0";"12";"";"";"";"";
"23.12.2017 18:00";"-1.1";"741.8";"742.3";"-6.4";"92";"Ветер, дующий с юга";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-2.2";"0.3";"12";"";"";"";"";
"23.12.2017 15:00";"-1.2";"748.2";"748.8";"-3.9";"83";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-3.8";"";"";"";"";"";"";
"23.12.2017 12:00";"-0.9";"752.1";"752.7";"-1.9";"80";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-3.9";"";"";"";"";"";"";
"23.12.2017 09:00";"-0.9";"754.0";"754.6";"-1.0";"79";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"-0.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-4.1";"Следы осадков";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"9.0";
