# Метеостанция Санкт-Петербург, Россия, WMO_ID=26063, выборка с 01.01.2011 по 31.12.2011, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26063&lang=ru
#
"Местное время в Санкт-Петербурге";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.12.2011 15:00";"3.7";"743.2";"743.8";"";"78";"Ветер, дующий с юго-запада";"6";"";"13";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"0.3";"";"";"";"";"";"";
"30.12.2011 12:00";"3.3";"743.0";"743.6";"";"80";"Ветер, дующий с юго-запада";"5";"";"";"70 – 80%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"0.1";"";"";"";"";"";"";
"30.12.2011 09:00";"3.5";"742.1";"742.6";"";"73";"Ветер, дующий с юго-запада";"6";"";"";"60%.";" ";"";"";"3.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-0.9";"Следы осадков";"12";"";"";"";"";
"30.12.2011 06:00";"3.7";"742.0";"742.6";"";"80";"Ветер, дующий с юго-запада";"4";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высокослоистые просвечивающие.";"";"10.0";"0.6";"";"";"";"";"";"";
"30.12.2011 03:00";"4.1";"742.7";"743.2";"";"80";"Ветер, дующий с юго-запада";"4";"";"";"70 – 80%.";"Дождь (незамерзающий) неливневый. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"1.0";"";"";"";"";"";"";
"30.12.2011 00:00";"4.3";"743.5";"744.0";"";"80";"Ветер, дующий с юго-запада";"4";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"1.2";"";"";"";"";"";"";
"29.12.2011 21:00";"4.5";"743.8";"744.3";"";"84";"Ветер, дующий с юго-запада";"5";"";"";"100%.";" ";"";"";"";"4.5";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высокослоистые просвечивающие.";"";"10.0";"2.0";"0.3";"12";"";"";"";"";
"29.12.2011 18:00";"3.8";"745.0";"745.6";"";"87";"Ветер, дующий с юго-запада";"4";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"1.8";"";"";"";"";"";"";
"29.12.2011 15:00";"3.2";"746.0";"746.5";"";"90";"Ветер, дующий с юго-запада";"4";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"1.7";"";"";"";"";"Поверхность почвы преимущественно покрыта льдом.";"";
"29.12.2011 12:00";"2.3";"747.4";"748.0";"";"89";"Ветер, дующий с юго-запада";"6";"";"";"100%.";"Дождь незамерзающий с перерывами слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"0.7";"";"";"";"";"";"";
"29.12.2011 09:00";"1.5";"749.1";"749.7";"";"85";"Ветер, дующий с юго-запада";"5";"";"";"100%.";"Снег неливневый. ";"Ливень (ливни).";"Дождь со снегом или другими видами твердых осадков";"0.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-0.7";"Следы осадков";"12";"";"";"";"";
"29.12.2011 06:00";"1.0";"752.2";"752.9";"";"83";"Ветер, дующий с юга";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-1.6";"";"";"";"";"";"";
"29.12.2011 03:00";"1.1";"756.1";"756.7";"";"81";"Ветер, дующий с юго-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-1.8";"";"";"";"";"Поверхность почвы преимущественно покрыта льдом.";"";
"29.12.2011 00:00";"0.7";"758.1";"758.7";"";"79";"Ветер, дующий с юго-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-2.6";"";"";"";"";"";"";
"28.12.2011 21:00";"1.3";"758.6";"759.2";"";"74";"Ветер, дующий с западо-северо-запада";"2";"";"";"60%.";" ";"";"";"";"1.5";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-2.8";"";"";"";"";"";"";
"28.12.2011 18:00";"1.3";"758.0";"758.6";"";"72";"Ветер, дующий с западо-северо-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-3.2";"";"";"";"";"";"";
"28.12.2011 15:00";"1.5";"757.8";"758.4";"";"61";"Ветер, дующий с западо-северо-запада";"4";"";"11";"10%  или менее, но не 0";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-5.1";"";"";"";"";"Слежавшийся или мокрый снег (со льдом или без него), покрывающий менее половины поверхности почвы.";"";
"28.12.2011 12:00";"0.9";"757.0";"757.6";"";"51";"Ветер, дующий с западо-северо-запада";"5";"";"12";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-8.0";"";"";"";"";"";"";
"28.12.2011 09:00";"1.2";"754.7";"755.3";"";"56";"Ветер, дующий с северо-запада";"6";"";"14";"10%  или менее, но не 0";" ";"";"";"0.7";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-6.7";"Следы осадков";"12";"";"";"";"";
"28.12.2011 06:00";"1.9";"752.6";"753.2";"";"57";"Ветер, дующий с северо-запада";"5";"";"15";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-5.7";"";"";"";"";"";"";
"28.12.2011 03:00";"2.4";"749.8";"750.4";"";"56";"Ветер, дующий с западо-северо-запада";"8";"15";"16";"Облаков нет.";"Состояние неба в общем не изменилось. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"";"";"";"";"";"10.0";"-5.4";"";"";"";"";"";"";
"28.12.2011 00:00";"1.3";"746.8";"747.4";"";"76";"Ветер, дующий с запада";"5";"15";"16";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-2.5";"";"";"";"";"";"";
"27.12.2011 21:00";"3.7";"744.9";"745.4";"";"57";"Ветер, дующий с северо-запада";"6";"15";"14";"20–30%.";" ";"";"";"";"7.2";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-4.0";"1.0";"12";"";"";"";"";
"27.12.2011 18:00";"4.3";"743.2";"743.8";"";"73";"Ветер, дующий с западо-северо-запада";"5";"";"12";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-0.2";"";"";"";"";"";"";
"27.12.2011 15:00";"5.5";"741.3";"741.8";"";"83";"Ветер, дующий с западо-северо-запада";"2";"";"14";"90  или более, но не 100%";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Дождь.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"2.8";"";"";"";"";"";"";
"27.12.2011 12:00";"6.5";"741.4";"742.0";"";"91";"Ветер, дующий с запада";"7";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Дождь.";"Морось.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"10.0";"5.1";"";"";"";"";"";"";
"27.12.2011 09:00";"4.2";"743.8";"744.4";"";"95";"Ветер, дующий с западо-юго-запада";"4";"";"";"100%.";"Морось незамерзающая непрерывная умеренная в срок наблюдения. ";"Дождь.";"Морось.";"2.1";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"2.0";"3.5";"0.3";"12";"";"";"";"";
"27.12.2011 06:00";"3.2";"748.3";"748.9";"";"74";"Ветер, дующий с юго-запада";"5";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-0.9";"";"";"";"";"";"";
"27.12.2011 03:00";"2.6";"751.9";"752.5";"";"77";"Ветер, дующий с запада";"3";"";"12";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-1.0";"";"";"";"";"";"";
"27.12.2011 00:00";"3.4";"752.6";"753.2";"";"63";"Ветер, дующий с западо-северо-запада";"6";"";"12";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-3.0";"";"";"";"";"";"";
"26.12.2011 21:00";"4.4";"750.4";"751.0";"";"69";"Ветер, дующий с западо-северо-запада";"5";"";"13";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"6.6";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-0.7";"0.3";"12";"";"";"";"";
"26.12.2011 18:00";"5.5";"746.2";"746.8";"";"71";"Ветер, дующий с западо-северо-запада";"5";"";"14";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"0.6";"";"";"";"";"";"";
"26.12.2011 15:00";"5.0";"740.1";"740.6";"";"83";"Ветер, дующий с западо-северо-запада";"4";"";"14";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"2.3";"";"";"";"";"";"";
"26.12.2011 12:00";"6.5";"737.0";"737.5";"";"72";"Ветер, дующий с запада";"6";"";"16";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"1.8";"";"";"";"";"";"";
"26.12.2011 09:00";"3.6";"736.7";"737.2";"";"93";"Ветер, дующий с юго-запада";"6";"15";"16";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"0.9";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"2.6";"4.0";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"4.0";
"26.12.2011 06:00";"2.6";"741.3";"741.8";"";"93";"Ветер, дующий с юго-запада";"7";"";"12";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"1.6";"";"";"";"";"";"";
"26.12.2011 03:00";"2.7";"748.8";"749.4";"";"89";"Ветер, дующий с юго-запада";"5";"";"";"100%.";"Дождь незамерзающий с перерывами слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"1.1";"";"";"";"";"";"";
"26.12.2011 00:00";"2.1";"753.0";"753.6";"";"89";"Ветер, дующий с юго-запада";"5";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"0.5";"";"";"";"";"";"";
"25.12.2011 21:00";"0.9";"754.6";"755.2";"";"90";"Ветер, дующий с юго-запада";"4";"";"";"100%.";"Снег неливневый. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"1.5";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"10.0";"-0.5";"0.4";"12";"";"";"";"";
"25.12.2011 18:00";"0.3";"755.8";"756.4";"";"80";"Ветер, дующий с юго-запада";"4";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-2.7";"";"";"";"";"";"";
"25.12.2011 15:00";"0.1";"757.2";"757.8";"";"92";"Ветер, дующий с западо-юго-запада";"4";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"10.0";"-1.0";"";"";"";"";"";"";
"25.12.2011 12:00";"1.3";"756.8";"757.4";"";"92";"Ветер, дующий с запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"90  или более, но не 100%";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"0.2";"";"";"";"";"";"";
"25.12.2011 09:00";"1.5";"755.4";"756.0";"";"94";"Ветер, дующий с западо-северо-запада";"1";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"0.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"0.7";"4.0";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"13.0";
"25.12.2011 06:00";"0.6";"754.7";"755.3";"";"92";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-0.5";"";"";"";"";"";"";
"25.12.2011 03:00";"0.7";"754.3";"754.9";"";"92";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-0.4";"";"";"";"";"";"";
"25.12.2011 00:00";"0.1";"753.8";"754.4";"";"94";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-0.8";"";"";"";"";"";"";
"24.12.2011 21:00";"-0.3";"753.5";"754.1";"";"92";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-0.3";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-1.5";"3.0";"12";"";"";"";"";
"24.12.2011 18:00";"-0.7";"753.8";"754.4";"";"92";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"100-200";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-1.9";"";"";"";"";"";"";
"24.12.2011 15:00";"-1.7";"753.9";"754.5";"";"91";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-2.9";"";"";"";"";"";"";
"24.12.2011 12:00";"-1.9";"754.6";"755.2";"";"87";"Ветер, дующий с юго-юго-запада";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-3.8";"";"";"";"";"";"";
