# Метеостанция Санкт-Петербург, Россия, WMO_ID=26063, выборка с 01.01.2014 по 31.12.2014, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26063&lang=ru
#
"Местное время в Санкт-Петербурге";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.12.2014 21:00";"1.7";"755.0";"755.6";"0.8";"94";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"2.2";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"10.0";"0.9";"0.1";"12";"";"";"";"";
"31.12.2014 18:00";"1.8";"754.2";"754.8";"0.9";"98";"Ветер, дующий с запада";"2";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Морось.";"Туман или ледяной туман или сильная мгла.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"2.0";"1.5";"0.8";"12";"";"";"";"";
"31.12.2014 15:00";"1.7";"753.3";"753.9";"0.3";"98";"Ветер, дующий с запада";"2";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Морось.";"";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"";"";"";"0.5";"1.4";"";"";"";"";"";"";
"31.12.2014 12:00";"1.6";"753.0";"753.6";"1.0";"98";"Ветер, дующий с запада";"2";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Морось.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"4.0";"1.3";"";"";"";"";"";"";
"31.12.2014 09:00";"0.6";"752.0";"752.6";"-0.7";"98";"Ветер, дующий с запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Морось.";"-6.6";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"100-200";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"0.3";"7.0";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"13.0";
"31.12.2014 06:00";"-3.7";"752.7";"753.3";"-3.0";"96";"Ветер, дующий с западо-юго-запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-8.4";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-4.2";"6.0";"12";"";"";"";"";
"31.12.2014 03:00";"-5.8";"755.7";"756.3";"-2.8";"95";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-6.5";"";"";"";"";"";"";
"31.12.2014 00:00";"-6.3";"758.5";"759.1";"-2.4";"";"Ветер, дующий с юго-юго-запада";"4";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"";"";"";"";"";"";"";
"30.12.2014 21:00";"-6.5";"760.9";"761.5";"-2.0";"83";"Ветер, дующий с юго-запада";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-6.5";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-8.9";"Следы осадков";"12";"";"";"";"";
"30.12.2014 18:00";"-8.4";"762.9";"763.5";"-1.8";"84";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения.  Диаметр изморозевого отложения составляет 1 мм.";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-10.7";"Следы осадков";"12";"";"";"";"";
"30.12.2014 15:00";"-7.9";"764.7";"765.3";"-2.5";"81";"Ветер, дующий с юга";"3";"";"";"90  или более, но не 100%";"  Диаметр изморозевого отложения составляет 1 мм.";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-10.6";"";"";"";"";"";"";
