# Метеостанция Санкт-Петербург, Россия, WMO_ID=26063, выборка с 01.01.2013 по 30.07.2013, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26063&lang=ru
#
"Местное время в Санкт-Петербурге";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.07.2013 15:00";"25.0";"763.8";"764.3";"-0.1";"40";"Ветер, дующий с востоко-северо-востока";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"10.5";"";"";"";"";"";"";
"29.07.2013 12:00";"23.4";"763.9";"764.5";"-0.2";"55";"Ветер, дующий с севера";"1";"";"";"20–30%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"13.7";"";"";"";"";"";"";
"29.07.2013 09:00";"19.4";"764.1";"764.6";"0.0";"81";"Ветер, дующий с юго-юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"14.2";"";"";"";"";"";"";"10.0";"16.1";"Осадков нет";"12";"";"";"";"";
"29.07.2013 06:00";"14.8";"764.1";"764.6";"0.2";"96";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"14.2";"";"";"";"";"";"";"10.0";"14.1";"Осадков нет";"12";"";"";"";"";
"29.07.2013 03:00";"14.7";"763.9";"764.5";"0.5";"91";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"29.07.2013 00:00";"17.4";"763.4";"763.9";"0.7";"80";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"28.07.2013 21:00";"20.6";"762.7";"763.3";"0.7";"65";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"23.5";"";"";"";"";"";"10.0";"13.7";"Осадков нет";"12";"";"";"";"";
"28.07.2013 18:00";"23.5";"762.0";"762.5";"-0.2";"66";"Ветер, дующий с северо-востока";"1";"";"";"20–30%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"16.7";"Осадков нет";"12";"";"";"";"";
"28.07.2013 15:00";"21.4";"762.2";"762.7";"0.3";"67";"Ветер, дующий с северо-востока";"1";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"15.0";"";"";"";"";"";"";
"28.07.2013 12:00";"19.8";"761.9";"762.4";"0.6";"67";"Ветер, дующий с востоко-северо-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"13.5";"";"";"";"";"";"";
"28.07.2013 09:00";"18.8";"761.3";"761.8";"0.4";"75";"Ветер, дующий с востоко-северо-востока";"1";"";"";"20–30%.";" ";"";"";"14.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"14.3";"Осадков нет";"12";"";"";"";"";
"28.07.2013 06:00";"15.1";"760.9";"761.4";"0.7";"88";"Штиль, безветрие";"0";"";"";"10%  или менее, но не 0";" ";"";"";"14.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"13.1";"Осадков нет";"12";"";"";"";"";
"28.07.2013 03:00";"15.7";"760.2";"760.7";"0.5";"78";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые башенкообразные или хлопьевидные.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"11.8";"";"";"";"";"";"";
"28.07.2013 00:00";"18.5";"759.7";"760.3";"0.8";"71";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые башенкообразные или хлопьевидные.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"13.0";"";"";"";"";"";"";
"27.07.2013 21:00";"20.8";"758.9";"759.4";"0.4";"62";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"23.4";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые башенкообразные или хлопьевидные.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"13.3";"Осадков нет";"12";"";"";"";"";
"27.07.2013 18:00";"22.0";"758.5";"759.1";"0.2";"63";"Ветер, дующий с севера";"1";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"14.6";"Осадков нет";"12";"";"";"";"";
"27.07.2013 15:00";"22.8";"758.3";"758.8";"";"53";"Ветер, дующий с севера";"1";"";"";"20–30%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"12.7";"";"";"";"";"";"";
"27.07.2013 12:00";"22.3";"";"";"";"59";"Ветер, дующий с севера";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"10.0";"13.9";"";"";"";"";"";"";
"27.07.2013 09:00";"18.6";"757.9";"758.4";"0.3";"69";"Ветер, дующий с северо-северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"13.6";"";"";"";"";"";"";"10.0";"12.7";"Осадков нет";"12";"";"";"";"";
"27.07.2013 06:00";"14.1";"757.6";"758.2";"0.0";"96";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"13.6";"";"";"";"";"";"";"10.0";"13.4";"Осадков нет";"12";"";"";"";"";
"27.07.2013 03:00";"14.4";"757.6";"758.2";"-0.3";"92";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"27.07.2013 00:00";"15.3";"757.9";"758.5";"0.0";"85";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.8";"";"";"";"";"";"";
"26.07.2013 21:00";"19.5";"757.9";"758.5";"0.0";"63";"Ветер, дующий с севера";"1";"";"";"10%  или менее, но не 0";" ";"";"";"";"22.4";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"12.2";"Осадков нет";"12";"";"";"";"";
"26.07.2013 18:00";"21.9";"757.9";"758.5";"-0.2";"55";"Ветер, дующий с востоко-северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.4";"Осадков нет";"12";"";"";"";"";
"26.07.2013 15:00";"20.0";"758.1";"758.6";"-0.1";"68";"Ветер, дующий с западо-юго-запада";"3";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"10%  или менее, но не 0";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"13.8";"";"";"";"";"";"";
"26.07.2013 12:00";"19.6";"758.2";"758.8";"8.1";"68";"Ветер, дующий с северо-востока";"1";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"13.5";"";"";"";"";"";"";
"26.07.2013 09:00";"";"750.1";"";"-8.6";"";"";"";"";"";"40%.";" ";"";"";"";"";"";"";"200-300";"";"";"45.0";"";"";"";"";"";"";"";
"26.07.2013 06:00";"14.3";"758.7";"759.2";"-0.3";"88";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"14.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"12.3";"Осадков нет";"12";"";"";"";"";
"26.07.2013 03:00";"14.7";"759.0";"759.5";"-0.1";"86";"Ветер, дующий с северо-северо-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"12.3";"";"";"";"";"";"";
"26.07.2013 00:00";"15.0";"759.1";"759.6";"0.0";"85";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"12.5";"";"";"";"";"";"";
"25.07.2013 21:00";"16.7";"759.1";"759.6";"0.1";"86";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"17.6";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"14.4";"Осадков нет";"12";"";"";"";"";
"25.07.2013 18:00";"17.5";"759.0";"759.5";"-0.4";"77";"Ветер, дующий с северо-северо-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"13.4";"Следы осадков";"12";"";"";"";"";
"25.07.2013 15:00";"15.6";"759.4";"759.9";"0.0";"83";"Ветер, дующий с северо-северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"12.7";"";"";"";"";"";"";
"25.07.2013 12:00";"15.7";"759.4";"759.9";"0.0";"83";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"12.8";"";"";"";"";"";"";
"25.07.2013 09:00";"14.9";"759.4";"759.9";"0.0";"89";"Ветер, дующий с севера";"2";"";"";"100%.";"Морось (незамерзающая) или снежные зерна неливневые. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"13.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"13.1";"Следы осадков";"12";"";"";"";"";
"25.07.2013 06:00";"14.1";"759.4";"760.0";"0.0";"89";"Ветер, дующий с северо-северо-востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"13.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"12.3";"Следы осадков";"12";"";"";"";"";
"25.07.2013 03:00";"14.2";"759.4";"760.0";"0.1";"90";"Ветер, дующий с северо-востока";"1";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"10.0";"12.6";"";"";"";"";"";"";
"25.07.2013 00:00";"15.3";"759.3";"759.8";"0.2";"89";"Ветер, дующий с северо-востока";"1";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"10.0";"13.5";"";"";"";"";"";"";
"24.07.2013 21:00";"16.8";"759.1";"759.7";"0.5";"83";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";" ";"";"";"";"18.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"13.8";"Осадков нет";"12";"";"";"";"";
"24.07.2013 18:00";"17.6";"758.6";"759.1";"0.2";"82";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"14.5";"Следы осадков";"12";"";"";"";"";
"24.07.2013 15:00";"17.5";"758.4";"758.9";"0.5";"84";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"14.7";"";"";"";"";"";"";
"24.07.2013 12:00";"17.9";"757.9";"758.5";"0.6";"83";"Ветер, дующий с северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"15.0";"";"";"";"";"";"";
"24.07.2013 09:00";"17.1";"757.3";"757.9";"0.7";"86";"Ветер, дующий с северо-востока";"2";"";"";"100%.";"Морось (незамерзающая) или снежные зерна неливневые. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"15.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"14.7";"3.0";"12";"";"";"";"";
"24.07.2013 06:00";"16.8";"756.6";"757.1";"0.2";"86";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"16.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"14.4";"9.0";"12";"";"";"";"";
"24.07.2013 03:00";"16.7";"756.4";"756.9";"0.9";"88";"Ветер, дующий с северо-северо-востока";"1";"";"";"90  или более, но не 100%";"Облака в целом рассеиваются или становятся менее развитыми. ";"Ливень (ливни).";"Дождь.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"14.6";"";"";"";"";"";"";
"24.07.2013 00:00";"16.6";"755.5";"756.1";"0.0";"92";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Ливень (ливни).";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"10.0";"15.2";"";"";"";"";"";"";
"23.07.2013 21:00";"18.7";"755.5";"756.0";"0.7";"91";"Ветер, дующий с севера";"1";"";"";"100%.";"Гроза слабая или умеренная без града, но с дождем и/или снегом в срок наблюдения. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"24.2";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"100%.";"300-600";"";"";"4.0";"17.2";"6.0";"12";"";"";"";"";
"23.07.2013 18:00";"23.3";"754.8";"755.3";"0.7";"69";"Ветер, дующий с северо-северо-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"17.3";"Осадков нет";"12";"";"";"";"";
"23.07.2013 15:00";"23.7";"754.1";"754.6";"0.7";"67";"Ветер, дующий с северо-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"17.1";"";"";"";"";"";"";
"23.07.2013 12:00";"20.7";"753.4";"753.9";"0.9";"75";"Ветер, дующий с северо-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"16.1";"";"";"";"";"";"";
"23.07.2013 09:00";"20.0";"752.5";"753.0";"0.8";"78";"Ветер, дующий с востоко-северо-востока";"1";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"17.2";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"60%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"16.0";"Следы осадков";"12";"";"";"";"";
"23.07.2013 06:00";"17.6";"751.7";"752.2";"0.1";"91";"Ветер, дующий с северо-востока";"2";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"17.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"16.1";"Следы осадков";"12";"";"";"";"";
"23.07.2013 03:00";"17.7";"751.6";"752.2";"0.3";"87";"Ветер, дующий с востоко-северо-востока";"1";"";"";"90  или более, но не 100%";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"15.5";"";"";"";"";"";"";
"23.07.2013 00:00";"18.9";"751.3";"751.9";"0.1";"82";"Ветер, дующий с северо-северо-востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"15.7";"";"";"";"";"";"";
"22.07.2013 21:00";"20.8";"751.2";"751.7";"-0.4";"76";"Ветер, дующий с северо-северо-востока";"2";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"22.7";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"16.3";"3.0";"12";"";"";"";"";
"22.07.2013 18:00";"20.6";"751.6";"752.2";"0.0";"80";"Ветер, дующий с севера";"2";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"17.0";"9.0";"12";"";"";"";"";
"22.07.2013 15:00";"17.9";"751.6";"752.1";"0.2";"84";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"15.2";"";"";"";"";"";"";
"22.07.2013 12:00";"14.2";"751.4";"751.9";"-0.3";"96";"Ветер, дующий с севера";"2";"";"10";"100%.";"Гроза (с осадками или без них). ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"13.5";"";"";"";"";"";"";
