# Метеостанция Канберра (аэропорт), Австралия, WMO_ID=94926, выборка с 01.01.2013 по 30.07.2013, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=94926&lang=ru
#
"Местное время в Канберре (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.07.2013 22:00";"6.6";"715.6";"767.7";"1.1";"94";"Ветер, дующий с юго-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"30.07.2013 21:00";"7.4";"715.6";"767.6";"1.2";"90";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"0.2";"12";"";"";"";"";
"30.07.2013 19:00";"9.2";"714.5";"766.6";"0.9";"74";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"30.07.2013 18:00";"9.9";"714.4";"766.2";"0.9";"71";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"30.07.2013 16:00";"14.5";"713.6";"765.5";"0.4";"47";"Ветер, дующий с северо-северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"30.07.2013 15:00";"15.4";"713.5";"765.3";"-0.3";"45";"Ветер, дующий с западо-юго-запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"3.5";"0.2";"6";"";"";"";"";
"30.07.2013 13:00";"15.0";"713.2";"765.1";"-1.0";"57";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"30.07.2013 12:00";"15.6";"713.8";"765.6";"-0.6";"50";"Ветер, дующий с западо-северо-запада";"4";"";"";"40%.";" ";"";"";"7.2";"";"";"";"1000-1500";"";"";"";"5.2";"";"";"";"";"";"";
"30.07.2013 10:00";"12.7";"714.2";"766.2";"0.5";"76";"Ветер, дующий с северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"30.07.2013 09:00";"10.9";"714.4";"766.3";"0.6";"92";"Ветер, дующий с западо-северо-запада";"4";"";"";"40%.";" ";"";"";"";"";"";"";"100-200";"";"";"";"9.7";"5.0";"24";"";"";"";"";
"30.07.2013 07:00";"7.8";"713.7";"765.7";"0.4";"97";"Ветер, дующий с северо-северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"30.07.2013 06:00";"9.4";"713.8";"765.6";"-0.1";"96";"Ветер, дующий с севера";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"8.8";"";"";"";"";"";"";
"30.07.2013 04:00";"9.2";"713.3";"765.2";"-0.3";"95";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"30.07.2013 03:00";"9.8";"713.9";"765.7";"-0.4";"99";"Ветер, дующий с западо-северо-запада";"3";"";"";"100%.";" ";"Осадки";"Осадки";"";"";"";"";"300-600";"";"";"";"9.7";"3.0";"18";"";"";"";"";
"30.07.2013 01:00";"9.9";"713.6";"765.5";"-1.2";"98";"Ветер, дующий с северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"30.07.2013 00:00";"8.8";"714.3";"766.1";"-0.7";"99";"Ветер, дующий с севера";"1";"";"";"20–30%.";" ";"Осадки";"Осадки";"";"15.2";"";"";"600-1000";"";"";"";"8.7";"";"";"";"";"";"";
"29.07.2013 22:00";"10.5";"714.8";"766.9";"0.4";"98";"Ветер, дующий с северо-северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"29.07.2013 21:00";"8.6";"715.0";"766.9";"0.3";"99";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"Осадки";"Осадки";"";"";"";"";"1500-2000";"";"";"";"8.5";"0.4";"12";"";"";"";"";
"29.07.2013 19:00";"8.9";"714.4";"766.5";"-0.1";"98";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"29.07.2013 18:00";"9.1";"714.7";"766.6";"0.0";"95";"Ветер, дующий с востоко-юго-востока";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"8.3";"";"";"";"";"";"";
"29.07.2013 16:00";"12.3";"714.5";"766.6";"-0.8";"85";"Ветер, дующий с западо-северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"29.07.2013 15:00";"13.5";"714.7";"766.6";"-1.3";"71";"Ветер, дующий с севера";"4";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"8.4";"Осадков нет";"6";"";"";"";"";
"29.07.2013 13:00";"13.3";"715.3";"767.4";"-1.6";"67";"Ветер, дующий с северо-северо-запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"29.07.2013 12:00";"13.4";"716.0";"768.0";"-1.1";"63";"Ветер, дующий с северо-северо-запада";"6";"";"";"100%.";" ";"";"";"2.7";"";"";"";"1000-1500";"";"";"";"6.5";"";"";"";"";"";"";
"29.07.2013 10:00";"12.3";"716.9";"769.1";"0.4";"68";"Ветер, дующий с северо-северо-запада";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"29.07.2013 09:00";"10.7";"717.1";"769.1";"0.9";"75";"Ветер, дующий с севера";"5";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"6.5";"Осадков нет";"24";"";"";"";"";
"29.07.2013 07:00";"3.7";"716.5";"768.6";"0.9";"92";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"29.07.2013 06:00";"2.8";"716.2";"768.1";"0.0";"89";"Ветер, дующий с востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"29.07.2013 04:00";"5.9";"715.6";"767.7";"-0.6";"81";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"29.07.2013 03:00";"6.8";"716.2";"768.1";"-0.5";"78";"Ветер, дующий с западо-юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"Осадков нет";"18";"";"";"";"";
"29.07.2013 01:00";"4.8";"716.2";"768.4";"-0.6";"89";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"29.07.2013 00:00";"5.5";"716.7";"768.7";"-0.8";"90";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";" ";"";"";"";"14.7";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
