# Метеостанция Канберра (аэропорт), Австралия, WMO_ID=94926, выборка с 01.01.2014 по 31.12.2014, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=94926&lang=ru
#
"Местное время в Канберре (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.12.2014 04:00";"9.3";"709.6";"758.8";"0.6";"88";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"31.12.2014 02:00";"10.2";"709.3";"758.3";"-0.2";"76";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"Осадков нет";"18";"";"";"";"";
"31.12.2014 01:00";"10.2";"709.0";"758.2";"0.0";"73";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"30.12.2014 23:00";"12.2";"709.5";"758.5";"1.0";"65";"Ветер, дующий с северо-востока";"3";"";"";"";" ";"";"";"";"25.0";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"30.12.2014 22:00";"15.0";"709.0";"758.2";"1.5";"51";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"30.12.2014 20:00";"19.0";"708.5";"757.5";"2.4";"40";"Ветер, дующий с западо-северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"Осадков нет";"12";"";"";"";"";
"30.12.2014 19:00";"20.9";"707.5";"756.6";"1.8";"35";"Ветер, дующий с западо-северо-запада";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"30.12.2014 17:00";"23.2";"706.1";"754.9";"0.6";"31";"Ветер, дующий с запада";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"30.12.2014 16:00";"23.4";"705.7";"754.6";"0.0";"31";"Ветер, дующий с западо-северо-запада";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"30.12.2014 14:00";"23.6";"705.5";"754.3";"-0.8";"28";"Ветер, дующий с западо-северо-запада";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"Осадков нет";"6";"";"";"";"";
"30.12.2014 13:00";"23.6";"705.7";"754.6";"-0.3";"31";"Ветер, дующий с запада";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"30.12.2014 11:00";"22.2";"706.3";"755.1";"-0.2";"34";"Ветер, дующий с западо-северо-запада";"8";"";"";"";" ";"";"";"11.0";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"30.12.2014 10:00";"20.0";"706.0";"754.9";"0.0";"34";"Ветер, дующий с северо-северо-запада";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"30.12.2014 08:00";"17.3";"706.5";"755.3";"1.6";"42";"Ветер, дующий с северо-северо-запада";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"Осадков нет";"24";"";"";"";"";
"30.12.2014 07:00";"16.0";"706.0";"754.9";"1.9";"45";"Ветер, дующий с северо-запада";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"30.12.2014 05:00";"13.5";"704.9";"753.6";"1.3";"53";"Ветер, дующий с западо-северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"30.12.2014 04:00";"11.9";"704.1";"752.9";"0.7";"63";"Ветер, дующий с северо-северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"30.12.2014 02:00";"15.0";"703.6";"752.2";"-0.3";"55";"Ветер, дующий с северо-северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"Осадков нет";"18";"";"";"";"";
"30.12.2014 01:00";"16.6";"703.4";"752.2";"0.2";"51";"Ветер, дующий с северо-северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"29.12.2014 23:00";"19.2";"703.9";"752.5";"1.4";"48";"Ветер, дующий с западо-северо-запада";"5";"";"";"";" ";"";"";"";"29.7";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"29.12.2014 22:00";"20.8";"703.2";"751.9";"1.7";"43";"Ветер, дующий с западо-северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"29.12.2014 20:00";"23.0";"702.5";"751.0";"0.5";"47";"Ветер, дующий с северо-запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"Осадков нет";"12";"";"";"";"";
"29.12.2014 19:00";"24.0";"701.5";"750.1";"-0.4";"46";"Ветер, дующий с северо-запада";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"29.12.2014 17:00";"25.4";"702.0";"750.5";"";"41";"Ветер, дующий с северо-северо-запада";"12";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"11.2";"";"";"";"";"";"";
"29.12.2014 16:00";"26.1";"701.9";"750.6";"-0.8";"40";"Ветер, дующий с северо-северо-запада";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"29.12.2014 13:00";"26.7";"702.7";"751.5";"-3.5";"34";"Ветер, дующий с западо-северо-запада";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"29.12.2014 11:00";"26.4";"705.7";"754.4";"-1.9";"49";"Ветер, дующий с северо-северо-запада";"7";"";"";"100%.";" ";"";"";"11.2";"";"";"";"1000-1500";"";"";"";"14.8";"";"";"";"";"";"";
"29.12.2014 10:00";"24.6";"706.2";"755.1";"-1.6";"53";"Ветер, дующий с северо-запада";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"29.12.2014 08:00";"19.6";"707.6";"756.5";"-0.2";"70";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"Осадков нет";"24";"";"";"";"";
"29.12.2014 07:00";"16.6";"707.8";"757.0";"0.3";"86";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"29.12.2014 05:00";"11.6";"707.8";"756.7";"-0.6";"95";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"29.12.2014 04:00";"12.2";"707.5";"756.5";"-0.9";"94";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"29.12.2014 02:00";"12.7";"708.4";"757.4";"-1.1";"94";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"11.8";"Осадков нет";"18";"";"";"";"";
"29.12.2014 01:00";"12.7";"708.4";"757.6";"-1.3";"91";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"28.12.2014 23:00";"14.8";"709.5";"758.5";"-0.2";"83";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";" ";"";"";"";"26.7";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"28.12.2014 22:00";"15.7";"709.7";"758.9";"0.4";"79";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"28.12.2014 20:00";"18.6";"709.7";"758.8";"0.7";"71";"Ветер, дующий с северо-северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"Осадков нет";"12";"";"";"";"";
"28.12.2014 19:00";"20.3";"709.3";"758.5";"0.6";"61";"Ветер, дующий с северо-северо-востока";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"28.12.2014 17:00";"23.7";"709.0";"758.0";"-1.3";"48";"Ветер, дующий с северо-северо-востока";"6";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"12.0";"";"";"";"";"";"";
"28.12.2014 16:00";"26.0";"708.7";"757.9";"-2.1";"38";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"28.12.2014 14:00";"23.7";"710.3";"759.4";"-2.3";"40";"Ветер, дующий с северо-северо-востока";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"9.3";"Осадков нет";"6";"";"";"";"";
"28.12.2014 13:00";"24.8";"710.8";"760.1";"-2.3";"42";"Ветер, дующий с западо-северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"28.12.2014 11:00";"22.1";"712.6";"761.9";"-1.9";"56";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"9.7";"";"";"";"1000-1500";"";"";"";"12.9";"";"";"";"";"";"";
"28.12.2014 10:00";"19.5";"713.1";"762.6";"-1.1";"61";"Ветер, дующий с западо-северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"28.12.2014 08:00";"16.6";"714.5";"763.9";"0.4";"74";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"11.9";"Осадков нет";"24";"";"";"";"";
"28.12.2014 07:00";"15.2";"714.2";"763.7";"0.4";"81";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"28.12.2014 05:00";"10.5";"714.1";"763.4";"0.0";"96";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"9.9";"";"";"";"";"";"";
"28.12.2014 04:00";"10.4";"713.8";"763.3";"-0.5";"93";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"28.12.2014 02:00";"11.8";"714.1";"763.5";"-1.5";"88";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"Осадков нет";"18";"";"";"";"";
"28.12.2014 01:00";"11.9";"714.3";"763.9";"-0.7";"87";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"27.12.2014 23:00";"13.0";"715.6";"765.0";"0.9";"79";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";" ";"";"";"";"22.7";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"27.12.2014 22:00";"14.4";"715.0";"764.5";"0.8";"75";"Ветер, дующий с востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"27.12.2014 20:00";"16.2";"714.7";"764.0";"1.4";"68";"Ветер, дующий с востоко-северо-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"Осадков нет";"12";"";"";"";"";
"27.12.2014 19:00";"17.8";"714.2";"763.8";"1.2";"60";"Ветер, дующий с востоко-северо-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"27.12.2014 17:00";"20.6";"713.3";"762.6";"-0.9";"46";"Ветер, дующий с северо-востока";"4";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"8.6";"";"";"";"";"";"";
"27.12.2014 16:00";"21.2";"713.0";"762.5";"-1.2";"45";"Ветер, дующий с востока";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"27.12.2014 14:00";"21.9";"714.2";"763.6";"-1.0";"44";"Ветер, дующий с севера";"3";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"9.1";"Осадков нет";"6";"";"";"";"";
"27.12.2014 13:00";"20.8";"714.2";"763.7";"-1.1";"51";"Ветер, дующий с востоко-северо-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"27.12.2014 11:00";"18.9";"715.2";"764.6";"-0.4";"50";"Ветер, дующий с северо-северо-востока";"3";"";"";"100%.";" ";"";"";"11.6";"";"";"";"1000-1500";"";"";"";"8.3";"";"";"";"";"";"";
"27.12.2014 10:00";"16.6";"715.3";"764.8";"0.3";"59";"Ветер, дующий с северо-северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"27.12.2014 08:00";"14.7";"715.6";"765.0";"0.8";"68";"Ветер, дующий с востоко-северо-востока";"5";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"8.9";"0.2";"24";"";"";"";"";
"27.12.2014 07:00";"13.9";"715.0";"764.6";"0.6";"76";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"27.12.2014 05:00";"12.1";"714.8";"764.2";"0.4";"83";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"9.3";"";"";"";"";"";"";
"27.12.2014 04:00";"12.7";"714.4";"763.9";"0.1";"80";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"27.12.2014 02:00";"13.0";"714.4";"763.8";"-0.2";"79";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"9.4";"0.2";"18";"";"";"";"";
"27.12.2014 01:00";"12.3";"714.3";"763.9";"0.3";"81";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"26.12.2014 23:00";"12.8";"714.6";"763.9";"2.4";"76";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";" ";"";"";"";"24.6";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"26.12.2014 22:00";"13.0";"714.0";"763.5";"2.9";"76";"Ветер, дующий с востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"26.12.2014 20:00";"14.5";"712.2";"761.4";"3.2";"66";"Ветер, дующий с востока";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"0.2";"12";"";"";"";"";
"26.12.2014 19:00";"16.5";"711.1";"760.4";"2.7";"66";"Ветер, дующий с востока";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"26.12.2014 17:00";"22.9";"709.0";"757.9";"0.6";"22";"Ветер, дующий с северо-северо-запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"";"";"";"";"";"";
"26.12.2014 16:00";"23.0";"708.4";"757.5";"0.3";"22";"Ветер, дующий с северо-запада";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"26.12.2014 14:00";"23.5";"708.4";"757.4";"0.4";"24";"Ветер, дующий с западо-северо-запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"0.2";"6";"";"";"";"";
"26.12.2014 13:00";"22.9";"708.1";"757.2";"0.4";"24";"Ветер, дующий с западо-северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"26.12.2014 11:00";"22.1";"708.0";"756.9";"0.4";"29";"Ветер, дующий с запада";"9";"";"";"";" ";"";"";"15.0";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"26.12.2014 10:00";"21.5";"707.7";"756.8";"0.8";"35";"Ветер, дующий с западо-северо-запада";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"26.12.2014 08:00";"19.5";"707.6";"756.5";"1.6";"46";"Ветер, дующий с запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"5.0";"24";"";"";"";"";
"26.12.2014 07:00";"18.1";"706.9";"756.0";"1.5";"52";"Ветер, дующий с западо-северо-запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"26.12.2014 05:00";"15.5";"706.0";"754.7";"0.5";"83";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"26.12.2014 04:00";"15.6";"705.4";"754.3";"0.0";"92";"Ветер, дующий с северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"26.12.2014 02:00";"17.4";"705.5";"754.3";"-0.8";"94";"Ветер, дующий с северо-северо-запада";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"16.4";"5.0";"18";"";"";"";"";
"26.12.2014 01:00";"18.4";"705.4";"754.3";"-0.9";"95";"Ветер, дующий с северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.6";"";"";"";"";"";"";
"25.12.2014 23:00";"18.2";"706.3";"755.2";"0.0";"96";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"27.0";"";"";"";"";"";"";"17.6";"";"";"";"";"";"";
"25.12.2014 22:00";"18.8";"706.3";"755.2";"0.1";"95";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.0";"";"";"";"";"";"";
"25.12.2014 20:00";"18.8";"706.3";"755.2";"0.9";"96";"Ветер, дующий с северо-северо-востока";"4";"";"";"100%.";" ";"Осадки";"Осадки";"";"";"";"";"600-1000";"";"";"";"18.1";"5.0";"12";"";"";"";"";
"25.12.2014 19:00";"19.4";"706.2";"755.1";"0.8";"86";"Ветер, дующий с северо-северо-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.0";"";"";"";"";"";"";
"25.12.2014 17:00";"22.2";"705.4";"754.2";"-0.9";"65";"Ветер, дующий с севера";"6";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"15.3";"";"";"";"";"";"";
"25.12.2014 16:00";"23.3";"705.4";"754.3";"-1.2";"63";"Ветер, дующий с севера";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.9";"";"";"";"";"";"";
"25.12.2014 14:00";"23.4";"706.3";"755.1";"-1.2";"63";"Ветер, дующий с севера";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"0.2";"6";"";"";"";"";
"25.12.2014 13:00";"21.6";"706.6";"755.6";"-0.9";"72";"Ветер, дующий с северо-северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.3";"";"";"";"";"";"";
"25.12.2014 11:00";"25.5";"707.5";"756.4";"-1.2";"54";"Ветер, дующий с северо-северо-запада";"5";"";"";"100%.";" ";"";"";"16.8";"";"";"";"2000-2500";"";"";"";"15.5";"";"";"";"";"";"";
"25.12.2014 10:00";"24.5";"707.5";"756.6";"-1.2";"60";"Ветер, дующий с северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"";"";"";"";"";"";
"25.12.2014 08:00";"19.7";"708.7";"757.6";"0.2";"81";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"";"16.3";"0.6";"24";"";"";"";"";
"25.12.2014 07:00";"17.9";"708.7";"757.8";"0.4";"90";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"";"";"";"";"";"";
"25.12.2014 05:00";"17.0";"708.5";"757.5";"-0.7";"91";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"";"15.5";"";"";"";"";"";"";
"25.12.2014 04:00";"17.0";"708.3";"757.4";"-1.4";"90";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"25.12.2014 02:00";"16.9";"709.2";"758.2";"-1.8";"89";"Ветер, дующий с востоко-юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"15.1";"0.6";"18";"";"";"";"";
"25.12.2014 01:00";"17.0";"709.7";"758.9";"-1.3";"88";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"";"";"";"";"";"";
"24.12.2014 23:00";"17.3";"711.0";"760.1";"0.5";"88";"Ветер, дующий с востока";"4";"";"";"100%.";" ";"";"";"";"24.9";"";"";"300-600";"";"";"";"15.3";"";"";"";"";"";"";
"24.12.2014 22:00";"18.1";"711.0";"760.3";"1.0";"86";"Ветер, дующий с востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"24.12.2014 20:00";"19.0";"710.5";"759.7";"0.8";"81";"Ветер, дующий с востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"0.6";"12";"";"";"";"";
"24.12.2014 19:00";"19.6";"710.0";"759.2";"0.4";"77";"Ветер, дующий с востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"24.12.2014 17:00";"23.3";"709.7";"758.8";"-0.9";"66";"Ветер, дующий с востоко-северо-востока";"7";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"16.6";"";"";"";"";"";"";
"24.12.2014 16:00";"23.2";"709.6";"758.8";"-1.0";"64";"Ветер, дующий с северо-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"24.12.2014 14:00";"23.5";"710.6";"759.7";"-0.9";"68";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"17.3";"0.6";"6";"";"";"";"";
"24.12.2014 13:00";"20.9";"710.6";"759.9";"-0.5";"74";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"";"";"";"";"";"";
"24.12.2014 11:00";"18.1";"711.5";"760.6";"0.6";"83";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"17.1";"";"";"";"600-1000";"";"";"";"15.2";"";"";"";"";"";"";
"24.12.2014 10:00";"17.6";"711.1";"760.3";"0.8";"92";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.3";"";"";"";"";"";"";
"24.12.2014 08:00";"18.1";"710.9";"760.0";"1.1";"91";"Ветер, дующий с востока";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"8.0";"16.6";"4.0";"24";"";"";"";"";
"24.12.2014 07:00";"19.7";"710.3";"759.5";"1.3";"92";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.4";"";"";"";"";"";"";
"24.12.2014 05:00";"18.4";"709.8";"758.8";"0.5";"98";"Ветер, дующий с юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"18.1";"";"";"";"";"";"";
"24.12.2014 04:00";"18.2";"709.0";"758.2";"-0.3";"98";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.9";"";"";"";"";"";"";
"24.12.2014 02:00";"18.0";"709.3";"758.3";"-0.2";"99";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"Осадки";"Осадки";"";"";"";"";"600-1000";"";"";"";"17.8";"3.0";"18";"";"";"";"";
