# Метеостанция Канберра (аэропорт), Австралия, WMO_ID=94926, выборка с 01.01.2015 по 30.07.2015, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=94926&lang=ru
#
"Местное время в Канберре (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.07.2015 22:00";"7.5";"713.5";"765.4";"-0.2";"72";"Ветер, дующий с севера";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"30.07.2015 21:00";"7.0";"713.7";"765.5";"-0.4";"75";"Ветер, дующий с севера";"7";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"2.9";"Осадков нет";"12";"";"";"";"";
"30.07.2015 19:00";"7.1";"713.7";"765.7";"-0.2";"73";"Ветер, дующий с северо-северо-запада";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"30.07.2015 18:00";"7.9";"714.1";"766.0";"-0.3";"70";"Ветер, дующий с северо-запада";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"30.07.2015 16:00";"10.3";"713.9";"765.9";"-1.4";"58";"Ветер, дующий с северо-запада";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.2";"";"";"";"";"";"";
"30.07.2015 15:00";"9.9";"714.4";"766.3";"-1.8";"59";"Ветер, дующий с северо-северо-запада";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"Осадков нет";"6";"";"";"";"";
"30.07.2015 13:00";"12.2";"715.3";"767.4";"-1.5";"57";"Ветер, дующий с северо-северо-запада";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"30.07.2015 12:00";"11.5";"716.2";"768.2";"-1.4";"58";"Ветер, дующий с северо-запада";"9";"";"";"";" ";"";"";"-2.5";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"30.07.2015 10:00";"9.5";"716.8";"769.0";"-0.7";"60";"Ветер, дующий с северо-запада";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"30.07.2015 09:00";"8.0";"717.6";"769.7";"-0.1";"72";"Ветер, дующий с северо-запада";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"Осадков нет";"24";"";"";"";"";
"30.07.2015 07:00";"-0.8";"717.5";"769.7";"-0.6";"99";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
