# Метеостанция Канберра (аэропорт), Австралия, WMO_ID=94926, выборка с 01.01.2017 по 31.12.2017, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=94926&lang=ru
#
"Местное время в Канберре (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.12.2017 05:00";"16.9";"708.8";"757.8";"0.5";"81";"Ветер, дующий с северо-востока";"2";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"600-1000";"";"";"";"13.6";"";"";"";"";"";"";
"31.12.2017 04:00";"16.5";"708.5";"757.5";"0.1";"86";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"31.12.2017 03:00";"15.5";"708.4";"757.3";"-0.1";"96";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"31.12.2017 02:00";"16.2";"708.3";"757.2";"0.0";"89";"Ветер, дующий с юга";"2";"";"";"20–30%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"300-600";"";"";"";"14.4";"Осадков нет";"6";"";"";"";"";
"31.12.2017 01:00";"15.7";"708.4";"757.4";"0.3";"89";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"31.12.2017 00:00";"16.0";"708.5";"757.5";"1.0";"87";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"30.12.2017 23:00";"16.9";"708.3";"757.2";"1.4";"81";"Ветер, дующий с северо-востока";"4";"";"";"";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"28.3";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"30.12.2017 22:00";"18.4";"708.1";"757.0";"2.0";"57";"Ветер, дующий с северо-северо-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"30.12.2017 21:00";"20.5";"707.5";"756.4";"2.1";"48";"Ветер, дующий с запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"30.12.2017 20:00";"22.0";"706.9";"755.7";"2.1";"43";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"";"";"";"";"8.9";"Осадков нет";"6";"";"";"";"";
"30.12.2017 19:00";"23.5";"706.1";"754.9";"1.4";"38";"Ветер, дующий с западо-северо-запада";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"30.12.2017 18:00";"25.3";"705.4";"754.1";"0.8";"33";"Ветер, дующий с запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"30.12.2017 17:00";"26.5";"704.8";"753.5";"0.2";"29";"Ветер, дующий с западо-северо-запада";"7";"";"";"";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"30.12.2017 16:00";"27.1";"704.7";"753.4";"0.0";"31";"Ветер, дующий с западо-северо-запада";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"30.12.2017 15:00";"28.0";"704.6";"753.3";"-0.5";"30";"Ветер, дующий с западо-северо-запада";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"30.12.2017 14:00";"27.8";"704.6";"753.3";"-0.5";"33";"Ветер, дующий с западо-северо-запада";"8";"";"";"";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"";"";"";"";"10.1";"Осадков нет";"6";"";"";"";"";
"30.12.2017 13:00";"27.2";"704.7";"753.4";"-0.3";"36";"Ветер, дующий с западо-северо-запада";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"30.12.2017 12:00";"26.4";"705.1";"753.7";"0.0";"38";"Ветер, дующий с западо-северо-запада";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"30.12.2017 11:00";"26.5";"705.1";"753.8";"0.0";"42";"Ветер, дующий с запада";"7";"";"";"10%  или менее, но не 0";"Никаких особых явлений погоды не наблюдалось. ";"";"";"18.6";"";"";"";"1500-2000";"";"";"";"12.5";"";"";"";"";"";"";
"30.12.2017 10:00";"25.7";"705.0";"753.7";"-0.2";"48";"Ветер, дующий с западо-северо-запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"30.12.2017 09:00";"23.7";"705.1";"753.8";"0.0";"56";"Ветер, дующий с западо-северо-запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"30.12.2017 08:00";"22.8";"705.1";"753.8";"0.3";"70";"Ветер, дующий с северо-запада";"8";"";"";"70 – 80%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"1000-1500";"";"";"";"17.0";"16.0";"24";"";"";"";"";
"30.12.2017 07:00";"21.2";"705.2";"754.0";"0.8";"85";"Ветер, дующий с северо-северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.6";"";"";"";"";"";"";
"30.12.2017 06:00";"19.3";"705.1";"753.7";"0.6";"92";"Ветер, дующий с северо-северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.0";"";"";"";"";"";"";
"30.12.2017 05:00";"19.0";"704.8";"753.5";"0.1";"94";"Ветер, дующий с севера";"5";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"600-1000";"";"";"";"18.0";"";"";"";"";"";"";
"30.12.2017 04:00";"18.7";"704.4";"753.1";"-0.7";"99";"Ветер, дующий с северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.5";"";"";"";"";"";"";
"30.12.2017 03:00";"18.7";"704.5";"753.1";"-2.3";"99";"Ветер, дующий с северо-запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.5";"";"";"";"";"";"";
"30.12.2017 02:00";"18.9";"704.7";"753.4";"-2.2";"99";"Ветер, дующий с северо-запада";"5";"";"";"100%.";"Ливневый дождь или дождь с перерывами слабый. ";"Осадки";"Осадки";"";"";"";"";"300-600";"";"";"";"18.7";"16.0";"6";"";"";"";"";
"30.12.2017 01:00";"18.9";"705.1";"753.7";"-2.7";"99";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.7";"";"";"";"";"";"";
"30.12.2017 00:00";"18.8";"706.8";"755.6";"-1.0";"100";"Ветер, дующий с северо-северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.8";"";"";"";"";"";"";
"29.12.2017 23:00";"19.8";"706.9";"755.7";"-0.4";"99";"Штиль, безветрие";"0";"";"";"100%.";"Дождь незамерзающий слабый. ";"";"Осадки";"";"33.4";"";"";"100-200";"";"";"";"19.6";"";"";"";"";"";"";
"29.12.2017 22:00";"19.8";"707.8";"756.7";"1.1";"96";"Ветер, дующий с северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.1";"";"";"";"";"";"";
"29.12.2017 21:00";"20.8";"707.8";"756.7";"1.5";"86";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.4";"";"";"";"";"";"";
"29.12.2017 20:00";"23.1";"707.3";"756.1";"0.9";"67";"Ветер, дующий с запада";"3";"";"";"100%.";"Ливневый дождь или дождь с перерывами слабый. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"16.6";"Осадков нет";"6";"";"";"";"";
"29.12.2017 19:00";"26.2";"706.7";"755.5";"-0.3";"49";"Ветер, дующий с запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"29.12.2017 18:00";"28.0";"706.3";"755.2";"-1.4";"42";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"29.12.2017 17:00";"28.3";"706.4";"755.2";"-1.4";"40";"Ветер, дующий с западо-северо-запада";"4";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"13.4";"";"";"";"";"";"";
"29.12.2017 16:00";"29.2";"707.0";"755.8";"-1.1";"35";"Ветер, дующий с западо-северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"29.12.2017 15:00";"29.1";"707.7";"756.6";"-1.0";"35";"Ветер, дующий с запада";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"29.12.2017 14:00";"31.3";"707.8";"756.7";"-1.7";"33";"Ветер, дующий с запада";"7";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2000-2500";"";"";"";"13.1";"Осадков нет";"6";"";"";"";"";
"29.12.2017 13:00";"31.5";"708.1";"757.0";"-2.1";"33";"Ветер, дующий с северо-запада";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"29.12.2017 12:00";"31.1";"708.7";"757.7";"-1.9";"34";"Ветер, дующий с западо-северо-запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"29.12.2017 11:00";"30.4";"709.5";"758.5";"-1.4";"35";"Ветер, дующий с западо-северо-запада";"5";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"18.3";"";"";"";"2500 или более, или облаков нет.";"";"";"";"13.2";"";"";"";"";"";"";
"29.12.2017 10:00";"27.8";"710.2";"759.2";"-0.6";"42";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"29.12.2017 09:00";"26.3";"710.6";"759.7";"0.1";"50";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"";"";"";"";"";"";
"29.12.2017 08:00";"24.7";"710.9";"760.0";"0.7";"56";"Ветер, дующий с юго-запада";"3";"";"";"90  или более, но не 100%";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"15.3";"Осадков нет";"24";"";"";"";"";
"29.12.2017 07:00";"22.5";"710.8";"759.9";"0.9";"62";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"29.12.2017 06:00";"19.0";"710.5";"759.5";"0.5";"78";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.1";"";"";"";"";"";"";
"29.12.2017 05:00";"18.3";"710.2";"759.2";"0.0";"77";"Штиль, безветрие";"0";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"14.2";"";"";"";"";"";"";
"29.12.2017 04:00";"18.8";"709.9";"759.0";"-0.9";"76";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"29.12.2017 03:00";"19.9";"710.0";"759.1";"-1.2";"73";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"29.12.2017 02:00";"20.6";"710.2";"759.3";"-1.4";"71";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"15.2";"Осадков нет";"6";"";"";"";"";
"29.12.2017 01:00";"20.3";"710.8";"759.9";"-1.0";"70";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"29.12.2017 00:00";"19.9";"711.2";"760.3";"-0.6";"71";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"28.12.2017 23:00";"21.6";"711.6";"760.7";"0.2";"65";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"32.4";"";"";"2500 или более, или облаков нет.";"";"";"";"14.7";"";"";"";"";"";"";
"28.12.2017 22:00";"22.4";"711.8";"761.0";"0.7";"63";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"";"";"";"";"";"";
"28.12.2017 21:00";"23.0";"711.8";"761.0";"1.0";"60";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.8";"";"";"";"";"";"";
"28.12.2017 20:00";"23.3";"711.4";"760.6";"1.2";"60";"Ветер, дующий с востоко-юго-востока";"5";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"15.1";"Осадков нет";"6";"";"";"";"";
"28.12.2017 19:00";"24.5";"711.1";"760.3";"0.9";"55";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"28.12.2017 18:00";"28.1";"710.8";"759.9";"0.3";"41";"Ветер, дующий с западо-юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"28.12.2017 17:00";"28.8";"710.2";"759.3";"-0.6";"37";"Ветер, дующий с запада";"4";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"12.7";"";"";"";"";"";"";
"28.12.2017 16:00";"29.7";"710.2";"759.3";"-1.1";"33";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"28.12.2017 15:00";"31.8";"710.5";"759.5";"-1.1";"34";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"28.12.2017 14:00";"32.4";"710.8";"759.9";"-1.3";"31";"Ветер, дующий с северо-северо-запада";"6";"";"";"10%  или менее, но не 0";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2000-2500";"";"";"";"13.1";"Осадков нет";"6";"";"";"";"";
"28.12.2017 13:00";"30.4";"711.3";"760.4";"-1.3";"38";"Ветер, дующий с северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"28.12.2017 12:00";"28.4";"711.6";"760.7";"-1.0";"44";"Ветер, дующий с северо-северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"";"";"";"";"";"";
"28.12.2017 11:00";"27.1";"712.1";"761.3";"-0.8";"47";"Ветер, дующий с северо-запада";"5";"";"";"10%  или менее, но не 0";"Никаких особых явлений погоды не наблюдалось. ";"";"";"12.9";"";"";"";"2500 или более, или облаков нет.";"";"";"";"14.8";"";"";"";"";"";"";
"28.12.2017 10:00";"26.4";"712.6";"761.8";"-0.2";"49";"Ветер, дующий с северо-северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.8";"";"";"";"";"";"";
"28.12.2017 09:00";"22.8";"712.6";"761.8";"0.4";"60";"Ветер, дующий с западо-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"28.12.2017 08:00";"20.1";"712.9";"762.1";"0.9";"70";"Ветер, дующий с северо-запада";"2";"";"";"10%  или менее, но не 0";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"";"14.5";"Осадков нет";"24";"";"";"";"";
"28.12.2017 07:00";"18.2";"712.8";"761.9";"1.2";"80";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"28.12.2017 06:00";"16.2";"712.2";"761.4";"0.5";"91";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"28.12.2017 05:00";"13.7";"712.0";"761.2";"0.3";"99";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"28.12.2017 04:00";"13.3";"711.6";"760.7";"-0.2";"97";"Ветер, дующий с северо-северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"28.12.2017 03:00";"14.7";"711.7";"760.8";"-0.3";"97";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"28.12.2017 02:00";"14.9";"711.7";"760.8";"-0.4";"91";"Ветер, дующий с северо-запада";"2";"";"";"";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"";"";"";"";"13.4";"Осадков нет";"6";"";"";"";"";
"28.12.2017 01:00";"16.1";"711.8";"761.0";"-0.5";"91";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"28.12.2017 00:00";"16.3";"712.0";"761.2";"-0.1";"84";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"27.12.2017 23:00";"18.5";"712.1";"761.3";"0.7";"77";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"29.1";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"27.12.2017 22:00";"19.6";"712.3";"761.5";"1.5";"73";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"27.12.2017 21:00";"20.6";"712.1";"761.3";"1.7";"68";"Ветер, дующий с востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"27.12.2017 20:00";"22.4";"711.4";"760.5";"1.4";"62";"Ветер, дующий с северо-востока";"5";"";"";"";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"";"";"";"";"14.8";"Осадков нет";"6";"";"";"";"";
"27.12.2017 19:00";"24.8";"710.8";"759.9";"0.4";"51";"Ветер, дующий с северо-востока";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"27.12.2017 18:00";"26.3";"710.4";"759.4";"-0.4";"43";"Ветер, дующий с северо-северо-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"27.12.2017 17:00";"27.2";"710.0";"759.1";"-1.4";"36";"Ветер, дующий с северо-северо-востока";"5";"";"";"10%  или менее, но не 0";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"2000-2500";"";"";"";"10.8";"";"";"";"";"";"";
"27.12.2017 16:00";"28.6";"710.4";"759.4";"-1.4";"33";"Ветер, дующий с западо-северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"27.12.2017 15:00";"28.0";"710.8";"760.0";"-2.0";"36";"Ветер, дующий с северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"27.12.2017 14:00";"26.4";"711.4";"760.5";"-2.0";"37";"Ветер, дующий с северо-северо-запада";"4";"";"";"10%  или менее, но не 0";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"1500-2000";"";"";"";"10.5";"Осадков нет";"6";"";"";"";"";
"27.12.2017 13:00";"25.8";"711.8";"761.0";"-2.0";"38";"Ветер, дующий с северо-северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"27.12.2017 12:00";"23.5";"712.8";"761.9";"-1.4";"49";"Ветер, дующий с северо-северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"27.12.2017 11:00";"22.5";"713.4";"762.7";"-0.9";"54";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"15.8";"";"";"";"600-1000";"";"";"";"12.7";"";"";"";"";"";"";
"27.12.2017 10:00";"21.4";"713.8";"763.0";"-0.6";"58";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"27.12.2017 09:00";"19.5";"714.2";"763.6";"0.1";"66";"Ветер, дующий с северо-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"27.12.2017 08:00";"18.9";"714.3";"763.6";"0.5";"68";"Ветер, дующий с севера";"2";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"600-1000";"";"";"";"12.9";"Осадков нет";"24";"";"";"";"";
"27.12.2017 07:00";"17.3";"714.4";"763.7";"0.8";"77";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"27.12.2017 06:00";"16.7";"714.1";"763.5";"0.6";"80";"Ветер, дующий с юго-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"27.12.2017 05:00";"16.1";"713.8";"763.1";"0.0";"82";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Никаких особых явлений погоды не наблюдалось. ";"";"";"";"";"";"";"600-1000";"";"";"";"13.0";"";"";"";"";"";"";
"27.12.2017 04:00";"16.1";"713.6";"762.9";"-0.5";"81";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"27.12.2017 03:00";"16.0";"713.5";"762.8";"-0.6";"80";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
